run_id	cell_id	cell	seed_block_id	master_seed	H	f	e	R	alpha	u	richness	shannon	simpson	hill_q1	hill_q2	evenness	gene_diversity	top_frequency	richness_change_pct	hill_q1_change_pct	hill_q2_change_pct	evenness_change	total_variation	jensen_shannon	original_strains_lost	original_strains_retained	final_mutant_richness	mutant_abundance_fraction	generated_mutant_lineages	maximum_mutants_in_one_transition	adult_mutant_lineages	released_mutant_lineages	root_richness	root_hill_q1	root_hill_q2	root_evenness	root_total_variation	infection_richness_g5	pooled_adult_richness_g5	release_richness_g5	median_original_occupancy_hosts_g5	median_original_occupancy_fraction_g5	original_strains_in_pooled_adults_g5	elapsed_minutes	output_mib	peak_rss_mib
p01-s01-c0017-sb0003	p01-s01-c0017	c0017	sb0003	668	10000	1e-05	10000	100000000	0.0909090909091	0.0	100	3.5333422314409124	0.9550596082791827	34.23820861579365	22.25169745320177	0.7672555168952553	0.9550596082791827	0.093168576	0.0	0.030057323515086942	0.20589458695421392	6.525884167762896e-05	0.0039385030000000125	2.2198335766860726e-05	0	100	0	0.0	0	0	0	0	100	34.23820861579365	22.25169745320177	0.7672555168952553	0.0039385030000000125	100	100	100	91.0	0.0091	100	5.433010555951236	10.602084159851074	106.9765625
p01-s01-c0018-sb0001	p01-s01-c0018	c0018	sb0001	666	100	0.1	100000000	10000000000	0.909090909091	0.0	100	3.0842053828057616	0.9339456855769532	21.850097478839388	15.139056528472477	0.6697266894044243	0.9339456855769532	0.141930093	0.0	-36.16294217202485	-31.824405494072927	-0.0974635686491534	0.320240239	0.10118572827018424	0	100	0	0.0	0	0	0	0	100	21.850097478839388	15.139056528472477	0.6697266894044243	0.320240239	47	40	40	3.5	0.035	40	0.13954567434999868	0.14824199676513672	106.171875
p01-s01-c0018-sb0002	p01-s01-c0018	c0018	sb0002	667	100	0.1	100000000	10000000000	0.909090909091	0.0	100	2.941225153092152	0.9346567578012093	18.93903532199811	15.303801377925897	0.6386789270114843	0.9346567578012093	0.135686923	0.0	-44.66787646017054	-31.082511305874817	-0.12851133104209334	0.31629060600000003	0.1062119863946129	0	100	0	0.0	0	0	0	0	100	18.93903532199811	15.303801377925897	0.6386789270114843	0.31629060600000003	28	28	28	7.0	0.07	28	0.13943239663331042	0.14829540252685547	106.75390625
p01-s01-c0018-sb0003	p01-s01-c0018	c0018	sb0003	668	100	0.1	100000000	10000000000	0.909090909091	0.0	100	3.2458291285785115	0.9518654747279492	25.68299574047617	20.775108809074474	0.704822839871244	0.9518654747279492	0.100031773	0.0	-24.964779408045757	-6.443615471004227	-0.06236741818233371	0.3014384	0.10246376818535272	0	100	0	0.0	0	0	0	0	100	25.68299574047617	20.775108809074474	0.704822839871244	0.3014384	39	37	37	7.0	0.07	37	0.17655189296665413	0.15198326110839844	106.55078125
p01-s01-c0019-sb0001	p01-s01-c0019	c0019	sb0001	666	1000	1e-06	1000	1000000	0.000999000999001	0.0	100	3.533068321174999	0.9549669647747114	34.22883170324224	22.20592049808014	0.767196038036744	0.9549669647747114	0.093456946	0.0	0.002661816040938625	-0.0002524159464445397	5.779983166309677e-06	0.0001168309999999995	2.6178264392788483e-08	0	100	0	0.0	0	0	0	0	100	34.22883170324224	22.20592049808014	0.767196038036744	0.0001168309999999995	100	91	91	11.0	0.011	91	1.4926272363166693	1.0363245010375977	105.83203125
p01-s01-c0019-sb0002	p01-s01-c0019	c0019	sb0002	667	1000	1e-06	1000	1000000	0.000999000999001	0.0	100	3.5330528884777364	0.9549684655607963	34.22830346412099	22.20666056472233	0.7671926868691129	0.9549684655607963	0.093432636	0.0	0.0011185171443273134	0.0030803203578511074	2.428815535249207e-06	0.0001530740000000044	2.797714846841726e-08	0	100	0	0.0	0	0	0	0	100	34.22830346412099	22.20666056472233	0.7671926868691129	0.0001530740000000044	100	90	90	12.0	0.012	90	1.081414211583342	1.0356435775756836	106.484375
p01-s01-c0019-sb0003	p01-s01-c0019	c0019	sb0003	668	1000	1e-06	1000	1000000	0.000999000999001	0.0	100	3.5330258027558146	0.9549659332390065	34.22737637836696	22.205411856478296	0.7671868052793284	0.9549659332390065	0.093438765	0.0	-0.0015900486617925758	-0.00254297768197409	-3.452774249290691e-06	0.00014161400000000423	2.5265839609314287e-08	0	100	0	0.0	0	0	0	0	100	34.22737637836696	22.205411856478296	0.7671868052793284	0.00014161400000000423	100	93	93	9.0	0.009	93	1.2243224402166863	1.0377197265625	106.0625
p01-s01-c0020-sb0001	p01-s01-c0020	c0020	sb0001	666	1000	0.0001	100000	100000000	0.0909090909091	0.0	100	3.5319987485705524	0.9548017268419571	34.192241054236376	22.124739069197236	0.7669637832966909	0.9548017268419571	0.09509541	0.0	-0.10424111099691658	-0.3658361078048844	-0.000226474756886752	0.010879080000000006	0.00018456803202866913	0	100	0	0.0	0	0	0	0	100	34.192241054236376	22.124739069197236	0.7669637832966909	0.010879080000000006	98	91	91	10.0	0.01	91	1.1712006786833322	1.068918228149414	106.48828125
p01-s01-c0020-sb0002	p01-s01-c0020	c0020	sb0002	667	1000	0.0001	100000	100000000	0.0909090909091	0.0	100	3.5327861335668285	0.9551326799398817	34.219174113783545	22.287936936284314	0.7671347617761989	0.9551326799398817	0.092319887	0.0	-0.025553714683834716	0.36909156683822	-5.549627737877483e-05	0.013257788999999992	0.00022790102880039347	0	100	0	0.0	0	0	0	0	100	34.219174113783545	22.287936936284314	0.7671347617761989	0.013257788999999992	100	89	89	11.0	0.011	89	1.082182231283332	1.0684137344360352	107.3125
p01-s01-c0020-sb0003	p01-s01-c0020	c0020	sb0003	668	1000	0.0001	100000	100000000	0.0909090909091	0.0	100	3.526651064805319	0.9546390393515621	34.00987980160158	22.04538849497309	0.7658025485215887	0.9546390393515621	0.093616878	0.0	-0.6370261862719162	-0.7231749262407439	-0.0013877095319889676	0.013828837	0.00023062553258318267	0	100	0	0.0	0	0	0	0	100	34.00987980160158	22.04538849497309	0.7658025485215887	0.013828837	99	89	89	11.0	0.011	89	0.9357147042833579	1.0705652236938477	107.10546875
