cell_id	cell	seed_block_id	generation	environment_richness	environment_gene_diversity	post_return_richness	post_migration_richness	realized_host_feedback	expected_host_feedback_after_migration	migration_replacement_count	realized_migration_fraction	mean_adult_richness	mean_adult_gene_diversity
p01-s01-c0013	c0013	sb0002	0	100	0.9549670784452735								
p01-s01-c0013	c0013	sb0002	1	125	0.9544153905988233	126	125	0.5	0.45	100000000	0.1	4.585	0.523357838106054
p01-s01-c0013	c0013	sb0002	2	130	0.9545099212704231	131	130	0.5	0.45	100000000	0.1	4.628	0.5342403877473474
p01-s01-c0013	c0013	sb0002	3	135	0.954138977760777	143	135	0.5	0.45	100000000	0.1	4.541	0.5322446272338809
p01-s01-c0013	c0013	sb0002	4	138	0.9544581040715864	147	138	0.5	0.45	100000000	0.1	4.499	0.530507925191713
p01-s01-c0013	c0013	sb0002	5	145	0.954864023236825	152	145	0.5	0.45	100000000	0.1	4.569	0.5356008173617011
p01-s01-c0013	c0013	sb0003	0	100	0.9549670784452735								
p01-s01-c0013	c0013	sb0003	1	127	0.9548428675631405	131	127	0.5	0.45	100000000	0.1	4.551	0.5196735189315613
p01-s01-c0013	c0013	sb0003	2	136	0.9547138436956889	143	136	0.5	0.45	100000000	0.1	4.53	0.5338854645501384
p01-s01-c0013	c0013	sb0003	3	138	0.955245434352672	141	138	0.5	0.45	100000000	0.1	4.509	0.5347745473045616
p01-s01-c0013	c0013	sb0003	4	152	0.955096836322531	156	152	0.5	0.45	100000000	0.1	4.536	0.5342028967434955
p01-s01-c0013	c0013	sb0003	5	147	0.9552402375305855	154	147	0.5	0.45	100000000	0.1	4.618	0.531976300863403
p01-s01-c0014	c0014	sb0001	0	100	0.9549670784452735								
p01-s01-c0014	c0014	sb0001	1	123	0.9549960747348573	127	123	0.5	0.45	100000000	0.1	4.5645	0.5355924352689131
p01-s01-c0014	c0014	sb0001	2	143	0.9546916240389445	150	143	0.5	0.45	100000000	0.1	4.5367	0.5332563486019234
p01-s01-c0014	c0014	sb0001	3	142	0.9547424631538785	146	142	0.5	0.45	100000000	0.1	4.5551	0.5333537161379307
p01-s01-c0014	c0014	sb0001	4	147	0.9545980401501408	150	147	0.5	0.45	100000000	0.1	4.5141	0.5319221115853003
p01-s01-c0014	c0014	sb0001	5	152	0.9543122987073264	155	152	0.5	0.45	100000000	0.1	4.5435	0.5345568174229811
p01-s01-c0014	c0014	sb0002	0	100	0.9549670784452735								
p01-s01-c0014	c0014	sb0002	1	129	0.9547152872452037	132	129	0.5	0.45	100000000	0.1	4.5468	0.5330859571137384
p01-s01-c0014	c0014	sb0002	2	141	0.9547081156926042	142	141	0.5	0.45	100000000	0.1	4.5552	0.531946588347398
p01-s01-c0014	c0014	sb0002	3	138	0.9545141948707944	146	138	0.5	0.45	100000000	0.1	4.5341	0.53301336820603
p01-s01-c0014	c0014	sb0002	4	137	0.9545232599213275	146	137	0.5	0.45	100000000	0.1	4.5325	0.5334289848233802
p01-s01-c0014	c0014	sb0002	5	143	0.9545497932773833	150	143	0.5	0.45	100000000	0.1	4.5406	0.5347824462938644
p01-s01-c0014	c0014	sb0003	0	100	0.9549670784452735								
p01-s01-c0014	c0014	sb0003	1	123	0.9551827615165162	127	123	0.5	0.45	100000000	0.1	4.5563	0.5314339861499608
p01-s01-c0014	c0014	sb0003	2	127	0.9552897651805495	133	127	0.5	0.45	100000000	0.1	4.5438	0.5318524054270178
p01-s01-c0014	c0014	sb0003	3	144	0.955564686348854	147	144	0.5	0.45	100000000	0.1	4.5329	0.533520623937161
p01-s01-c0014	c0014	sb0003	4	146	0.9556123531473254	150	146	0.5	0.45	100000000	0.1	4.5446	0.5326436854982682
p01-s01-c0014	c0014	sb0003	5	149	0.9554274240025304	156	149	0.5	0.45	100000000	0.1	4.5452	0.5340260591516336
p01-s01-c0015	c0015	sb0001	0	100	0.9549670784452735								
p01-s01-c0015	c0015	sb0001	1	125	0.9549649798957358	129	125	0.5	0.45	100000000	0.1	4.53866	0.5335606468261217
p01-s01-c0015	c0015	sb0001	2	134	0.9548610638087046	141	134	0.5	0.45	100000000	0.1	4.53638	0.5330637077973334
p01-s01-c0015	c0015	sb0001	3	141	0.9548337803076464	145	141	0.5	0.45	100000000	0.1	4.53736	0.532692768331597
p01-s01-c0015	c0015	sb0001	4	141	0.9548808728314071	143	141	0.5	0.45	100000000	0.1	4.53811	0.5333195390536857
p01-s01-c0015	c0015	sb0001	5	146	0.9548502031564285	148	146	0.5	0.45	100000000	0.1	4.54584	0.5335810857895048
p01-s01-c0015	c0015	sb0002	0	100	0.9549670784452735								
p01-s01-c0015	c0015	sb0002	1	124	0.9549817184798538	127	124	0.5	0.45	100000000	0.1	4.54308	0.5328226381191536
p01-s01-c0015	c0015	sb0002	2	141	0.9550399078402698	142	141	0.5	0.45	100000000	0.1	4.54643	0.5338350547682919
p01-s01-c0015	c0015	sb0002	3	140	0.9550317441990801	148	140	0.5	0.45	100000000	0.1	4.53083	0.5331700926810341
p01-s01-c0015	c0015	sb0002	4	135	0.9550404691106673	144	135	0.5	0.45	100000000	0.1	4.54454	0.5334442642879552
p01-s01-c0015	c0015	sb0002	5	141	0.9550908696728275	147	141	0.5	0.45	100000000	0.1	4.54061	0.5343108191058269
p01-s01-c0015	c0015	sb0003	0	100	0.9549670784452735								
p01-s01-c0015	c0015	sb0003	1	126	0.9550148969611172	130	126	0.5	0.45	100000000	0.1	4.54356	0.5336435365417447
p01-s01-c0015	c0015	sb0003	2	135	0.9550139647526843	142	135	0.5	0.45	100000000	0.1	4.54379	0.5333629930545875
p01-s01-c0015	c0015	sb0003	3	141	0.9549917224455763	144	141	0.5	0.45	100000000	0.1	4.5405	0.5334975675884593
p01-s01-c0015	c0015	sb0003	4	143	0.9550168172308956	146	143	0.5	0.45	100000000	0.1	4.5408	0.5333934184422469
p01-s01-c0015	c0015	sb0003	5	140	0.954970233126058	146	140	0.5	0.45	100000000	0.1	4.53736	0.5332013012230034
p01-s01-c0016	c0016	sb0001	0	100	0.9549670784452735								
p01-s01-c0016	c0016	sb0001	1	100	0.9553577540736456	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.33	0.5307747220309094
p01-s01-c0016	c0016	sb0001	2	100	0.9551503232725947	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.39	0.5188257692666725
p01-s01-c0016	c0016	sb0001	3	100	0.9554286488534107	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.39	0.5360466245923975
p01-s01-c0016	c0016	sb0001	4	100	0.9546968287476982	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.36	0.5395002341826858
p01-s01-c0016	c0016	sb0001	5	100	0.9545265831627053	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.32	0.5268617820041976
p01-s01-c0016	c0016	sb0002	0	100	0.9549670784452735								
p01-s01-c0016	c0016	sb0002	1	100	0.9548617331749569	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.44	0.5343038785308056
p01-s01-c0016	c0016	sb0002	2	100	0.9543446482181002	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.54	0.5740255965080423
p01-s01-c0016	c0016	sb0002	3	100	0.9537523679081246	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.39	0.5240424702138736
p01-s01-c0016	c0016	sb0002	4	100	0.9542518095818038	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.4	0.5310053706347584
p01-s01-c0016	c0016	sb0002	5	100	0.9546974073790078	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.35	0.536945277463854
p01-s01-c0016	c0016	sb0003	0	100	0.9549670784452735								
p01-s01-c0016	c0016	sb0003	1	100	0.9548128027635044	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.54	0.5322567302503729
p01-s01-c0016	c0016	sb0003	2	100	0.9548604489303831	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.26	0.5309508290732989
p01-s01-c0016	c0016	sb0003	3	100	0.9551336708045564	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.53	0.5401236342191127
p01-s01-c0016	c0016	sb0003	4	100	0.9556878138214104	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.42	0.5323746000880006
p01-s01-c0016	c0016	sb0003	5	100	0.9557391514981822	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.31	0.5311955275458073
p01-s01-c0017	c0017	sb0001	0	100	0.9549670784452735								
p01-s01-c0017	c0017	sb0001	1	100	0.9549693137307219	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.406	0.5306909406553222
p01-s01-c0017	c0017	sb0001	2	100	0.9549733224112715	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.3981	0.5305262182666193
p01-s01-c0017	c0017	sb0001	3	100	0.954973449115613	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.4054	0.5328891775679675
p01-s01-c0017	c0017	sb0001	4	100	0.9549780873198818	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.4099	0.5323418901330632
p01-s01-c0017	c0017	sb0001	5	100	0.9550376509631477	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.408	0.5335526730859736
p01-s01-c0017	c0017	sb0002	0	100	0.9549670784452735								
p01-s01-c0017	c0017	sb0002	1	100	0.9549344334997985	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.3989	0.530827960288639
p01-s01-c0017	c0017	sb0002	2	100	0.9549171539422738	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.4094	0.5354578160495698
p01-s01-c0017	c0017	sb0002	3	100	0.9548933831723753	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.4046	0.5324973770463038
p01-s01-c0017	c0017	sb0002	4	100	0.9548863208517515	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.4054	0.53404850331831
p01-s01-c0017	c0017	sb0002	5	100	0.9548848449085384	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.4169	0.5362733504310456
p01-s01-c0017	c0017	sb0003	0	100	0.9549670784452735								
p01-s01-c0017	c0017	sb0003	1	100	0.9549735872001092	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.4078	0.5325930450817709
p01-s01-c0017	c0017	sb0003	2	100	0.9549440303580666	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.3863	0.5302729756617328
p01-s01-c0017	c0017	sb0003	3	100	0.9549893440620748	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.4139	0.5360666548143039
p01-s01-c0017	c0017	sb0003	4	100	0.9550487198714032	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.4112	0.535256523430497
p01-s01-c0017	c0017	sb0003	5	100	0.9550409188068644	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.3952	0.5341379540734343
p01-s01-c0018	c0018	sb0001	0	100	0.9549670784452735								
p01-s01-c0018	c0018	sb0001	1	100	0.9562788855891833	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.33	0.5307747220309094
p01-s01-c0018	c0018	sb0001	2	100	0.9519099472786543	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.4	0.5302160520593596
p01-s01-c0018	c0018	sb0001	3	100	0.9522693459814832	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.32	0.5111118346770736
p01-s01-c0018	c0018	sb0001	4	100	0.9506748894769439	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.34	0.5432005069673789
p01-s01-c0018	c0018	sb0001	5	100	0.9485043452565572	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.35	0.5195298452347941
p01-s01-c0018	c0018	sb0002	0	100	0.9549670784452735								
p01-s01-c0018	c0018	sb0002	1	100	0.951880967430253	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.44	0.5343038785308056
p01-s01-c0018	c0018	sb0002	2	100	0.94388708844841	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.46	0.5567444507285707
p01-s01-c0018	c0018	sb0002	3	100	0.9474969412815724	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.44	0.5241669907700328
p01-s01-c0018	c0018	sb0002	4	100	0.952863723395574	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.22	0.5225209354552145
p01-s01-c0018	c0018	sb0002	5	100	0.9524183292882128	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.23	0.5049127739375578
p01-s01-c0018	c0018	sb0003	0	100	0.9549670784452735								
p01-s01-c0018	c0018	sb0003	1	100	0.9515942300202976	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.54	0.5322567302503729
p01-s01-c0018	c0018	sb0003	2	100	0.9496257831530536	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.42	0.5521442755376268
p01-s01-c0018	c0018	sb0003	3	100	0.9496791204945361	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.49	0.5428751397057918
p01-s01-c0018	c0018	sb0003	4	100	0.9482073013343871	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.56	0.5347537626809011
p01-s01-c0018	c0018	sb0003	5	100	0.9542890768906763	100	100	0.9090909090909091	0.8181818181818181	100000000	0.1	3.35	0.5394392842821643
p01-s01-c0019	c0019	sb0001	0	100	0.9549670784452735								
p01-s01-c0019	c0019	sb0001	1	100	0.9549677865619611	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.414	0.5359495507453443
p01-s01-c0019	c0019	sb0001	2	100	0.9549688375897634	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.409	0.5285370994104215
p01-s01-c0019	c0019	sb0001	3	100	0.9549709690427912	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.436	0.5372772221688127
p01-s01-c0019	c0019	sb0001	4	100	0.954967667438877	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.401	0.5330195468350168
p01-s01-c0019	c0019	sb0001	5	100	0.9549657263882365	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.393	0.5348911057409923
p01-s01-c0019	c0019	sb0002	0	100	0.9549670784452735								
p01-s01-c0019	c0019	sb0002	1	100	0.9549679240071401	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.357	0.5226472241291579
p01-s01-c0019	c0019	sb0002	2	100	0.9549702229819115	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.462	0.5464052156207092
p01-s01-c0019	c0019	sb0002	3	100	0.9549669190156131	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.433	0.5310613261792723
p01-s01-c0019	c0019	sb0002	4	100	0.9549690541406327	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.398	0.5365943480340366
p01-s01-c0019	c0019	sb0002	5	100	0.9549694799837707	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.399	0.5358460320593119
p01-s01-c0019	c0019	sb0003	0	100	0.9549670784452735								
p01-s01-c0019	c0019	sb0003	1	100	0.9549668981441929	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.441	0.5259791297793414
p01-s01-c0019	c0019	sb0003	2	100	0.9549654285836401	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.358	0.5297881061907934
p01-s01-c0019	c0019	sb0003	3	100	0.9549647650983509	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.418	0.5327389684969224
p01-s01-c0019	c0019	sb0003	4	100	0.9549647650762141	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.48	0.5436598618987944
p01-s01-c0019	c0019	sb0003	5	100	0.9549623031685504	100	100	0.000999000999000999	0.0008991008991008991	100000000	0.1	3.353	0.5339994361216691
p01-s01-c0020	c0020	sb0001	0	100	0.9549670784452735								
p01-s01-c0020	c0020	sb0001	1	100	0.9550045576766267	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.414	0.5359495507453443
p01-s01-c0020	c0020	sb0001	2	100	0.9551159336704914	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.407	0.5284216769149026
p01-s01-c0020	c0020	sb0001	3	100	0.9551359715446892	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.434	0.5383807082252633
p01-s01-c0020	c0020	sb0001	4	100	0.9549670090444139	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.404	0.5345359903253468
p01-s01-c0020	c0020	sb0001	5	100	0.9547189912530379	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.4	0.5358982951785806
p01-s01-c0020	c0020	sb0002	0	100	0.9549670784452735								
p01-s01-c0020	c0020	sb0002	1	100	0.9550061593204567	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.357	0.5226472241291579
p01-s01-c0020	c0020	sb0002	2	100	0.955189222446475	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.461	0.5431842001266307
p01-s01-c0020	c0020	sb0002	3	100	0.9549954939245829	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.425	0.5322826162275339
p01-s01-c0020	c0020	sb0002	4	100	0.9550352186971852	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.4	0.539118892690645
p01-s01-c0020	c0020	sb0002	5	100	0.9550610842887821	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.408	0.5382986660064488
p01-s01-c0020	c0020	sb0003	0	100	0.9549670784452735								
p01-s01-c0020	c0020	sb0003	1	100	0.9549130758178845	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.441	0.5259791297793414
p01-s01-c0020	c0020	sb0003	2	100	0.9548591437387486	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.351	0.5295109462501165
p01-s01-c0020	c0020	sb0003	3	100	0.9548588378922377	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.412	0.5295294526775304
p01-s01-c0020	c0020	sb0003	4	100	0.9548223700958565	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.479	0.5435526654707961
p01-s01-c0020	c0020	sb0003	5	100	0.9547296331968669	100	100	0.09090909090909091	0.08181818181818182	100000000	0.1	3.357	0.5298763384822279
