run_id	cell_id	cell	seed_block_id	master_seed	H	f	e	R	alpha	u	m	richness	shannon	simpson	hill_q1	hill_q2	evenness	gene_diversity	top_frequency	richness_change_pct	hill_q1_change_pct	hill_q2_change_pct	evenness_change	total_variation	jensen_shannon	original_strains_lost	original_strains_retained	final_mutant_richness	mutant_abundance_fraction	generated_mutant_lineages	maximum_mutants_in_one_transition	adult_mutant_lineages	released_mutant_lineages	root_richness	root_hill_q1	root_hill_q2	root_evenness	root_total_variation	infection_richness_g5	pooled_adult_richness_g5	release_richness_g5	median_original_occupancy_hosts_g5	median_original_occupancy_fraction_g5	original_strains_in_pooled_adults_g5	migration_total_emigrants	migration_total_immigrants	migration_emigrant_richness_g5	migration_immigrant_richness_g5	migration_sample_tv_g5	post_return_richness_g5	post_migration_richness_g5	migration_richness_change_g5	realized_host_feedback_g5	expected_host_feedback_after_migration_g5	realized_migration_fraction	elapsed_minutes	output_mib	peak_rss_mib
p01-s01-c0012-v210-m010-sb0001	p01-s01-c0012	c0012	sb0001	666	1000	0.01	10000000	10000000000	0.909090909091	0.0	0.1	100	3.5057249410157034	0.952524519520856	33.30557968358415	21.063504569254487	0.7612584984768614	0.952524519520856	0.112269533	0.0	-2.694703384539343	-5.144885106514008	-0.005931759576716211	0.075428439	0.008842720675675732	0	100	0	0.0	0	0	0	0	100	33.30557968358415	21.063504569254487	0.7612584984768614	0.075428439	96	86	86	13.5	0.0135	86	500000000	500000000	100	100	0.08390524	100	100	0	0.9090909090909091	0.8181818181818181	0.1	0.37657695691644527	1.1208391189575195	96.73828125
p01-s01-c0012-v210-m010-sb0002	p01-s01-c0012	c0012	sb0002	667	1000	0.01	10000000	10000000000	0.909090909091	0.0	0.1	100	3.4772624881772085	0.9542118891670597	32.370984718115835	21.83973048480941	0.7550779553722665	0.9542118891670597	0.091029998	0.0	-5.4252080385398305	-1.6493130301209469	-0.012112302681311138	0.11912253200000002	0.016018821931602978	0	100	0	0.0	0	0	0	0	100	32.370984718115835	21.83973048480941	0.7550779553722665	0.11912253200000002	83	77	77	16.0	0.016	77	500000000	500000000	100	100	0.13247718	100	100	0	0.9090909090909091	0.8181818181818181	0.1	0.3420086938994549	1.1150016784667969	96.609375
p01-s01-c0012-v210-m010-sb0003	p01-s01-c0012	c0012	sb0003	668	1000	0.01	10000000	10000000000	0.909090909091	0.0	0.1	100	3.4885396642973303	0.9536010648426566	32.73810415857353	21.552218744005685	0.7575267630524765	0.9536010648426566	0.095487469	0.0	-4.352635022654294	-2.9440623970886537	-0.009663495001101197	0.082024784	0.009976154257897595	0	100	0	0.0	0	0	0	0	100	32.73810415857353	21.552218744005685	0.7575267630524765	0.082024784	90	81	81	14.0	0.014	81	500000000	500000000	100	100	0.09099288	100	100	0	0.9090909090909091	0.8181818181818181	0.1	0.34037743844965007	1.1147880554199219	96.2421875
p01-s01-c0013-v210-m010-sb0001	p01-s01-c0013	c0013	sb0001	666	1000	0.001	1000000	1000000000	0.5	1e-10	0.1	150	3.512070005357602	0.9540877341285026	33.51757758854468	21.780671918891397	0.7009230964176684	0.9540877341285026	0.095692661	50.0	-2.075332119423412	-1.9152710067330103	-0.06626716163590929	0.04640721	0.003548095776489681	0	100	50	5.1e-08	253516	4	574	246	100	33.51754648624419	21.780669725352126	0.762636110192664	0.046407181	95	1302	143	13.0	0.013	91	500000000	500000000	102	100	0.05154672	152	150	-2	0.5	0.45	0.1	0.7829667984663199	10.534649848937988	105.171875
p01-s01-c0013-v210-m010-sb0002	p01-s01-c0013	c0013	sb0002	667	1000	0.001	1000000	1000000000	0.5	1e-10	0.1	145	3.5204592096249323	0.9548640222819609	33.7999461612383	22.15527502798147	0.7073834751530546	0.9548640222819609	0.092735112	44.99999999999999	-1.2503665136039288	-0.22832376415200528	-0.0598067829005231	0.043872389	0.003474501453339024	0	100	45	4.7e-08	253040	4	579	231	100	33.79991795172489	22.155273318935503	0.7644578230211294	0.04387235899999999	98	1228	143	11.0	0.011	90	500000000	500000000	107	100	0.04871511	152	145	-7	0.5	0.45	0.1	0.7145339076164722	10.516075134277344	105.14453125
p01-s01-c0013-v210-m010-sb0003	p01-s01-c0013	c0013	sb0003	668	1000	0.001	1000000	1000000000	0.5	1e-10	0.1	147	3.5276563063515383	0.9552402365753452	34.044085135190876	22.341494312929594	0.7068838712895223	0.9552402365753452	0.091269364	47.0	-0.5370921763445113	0.6102760809526098	-0.06030638676405531	0.045954524000000004	0.0034528514772221523	0	100	47	4.7e-08	253271	4	564	261	100	34.0440556576963	22.341492045341294	0.7660206459301191	0.045954506000000006	95	1315	136	13.0	0.013	91	500000000	500000000	107	100	0.05101083	154	147	-7	0.5	0.45	0.1	0.680206149633159	10.52574348449707	104.5234375
p01-s01-c0014-v210-m010-sb0001	p01-s01-c0014	c0014	sb0001	666	10000	0.0001	100000	1000000000	0.5	1e-10	0.1	152	3.523838542902517	0.954312297753014	33.91436065755555	21.88772800597492	0.7014176647475135	0.954312297753014	0.095028838	52.0	-0.9160941001816969	-1.4331661695741738	-0.06577259330606411	0.017504399000000007	0.00041728363523546607	0	100	52	5.2e-08	2537193	5	569	273	100	33.91432889153965	21.887725847500434	0.7651916137583884	0.01750438100000001	100	11522	149	80.0	0.008	100	500000000	500000000	103	100	0.01936623	155	152	-3	0.5	0.45	0.1	6.83383231065042	109.86820602416992	157.47265625
p01-s01-c0014-v210-m010-sb0002	p01-s01-c0014	c0014	sb0002	667	10000	0.0001	100000	1000000000	0.5	1e-10	0.1	143	3.525507667385802	0.9545497923228334	33.97101521586602	22.002099684626575	0.7103804229311868	0.9545497923228334	0.095367931	42.99999999999999	-0.7505726274017133	-0.9181170862939347	-0.056809835122390906	0.016217788000000014	0.00038961344913680834	0	100	43	4.3e-08	2531350	5	569	270	100	33.970988641815126	22.002097764586726	0.7655540930617003	0.016217762000000017	100	11442	158	79.0	0.0079	100	500000000	500000000	107	100	0.01799155	150	143	-7	0.5	0.45	0.1	6.970827834949402	109.63687801361084	156.58203125
p01-s01-c0014-v210-m010-sb0003	p01-s01-c0014	c0014	sb0003	668	10000	0.0001	100000	1000000000	0.5	1e-10	0.1	149	3.5380623495916526	0.9554274230471029	34.400199011878776	22.43531939059231	0.707054419306596	0.9554274230471029	0.093156961	49.0	0.5033270786032329	1.0327978171777108	-0.060135838746981696	0.014468156000000005	0.00033633650737204673	0	100	49	4.9e-08	2535037	5	530	266	100	34.40016884370622	22.4353174478504	0.7682802870955028	0.014468127	100	11499	156	87.0	0.0087	100	500000000	500000000	107	100	0.01625912	156	149	-7	0.5	0.45	0.1	6.8021013898998115	109.79748916625977	157.78515625
p01-s01-c0015-v210-m010-sb0001	p01-s01-c0015	c0015	sb0001	666	100000	1e-05	10000	1000000000	0.5	1e-10	0.1	146	3.530379017464925	0.9548502022015782	34.13690364578888	22.1484934321224	0.708398412123215	0.9548502022015782	0.093859885	46.0	-0.2659144100077948	-0.25886327158575195	-0.058791845930362685	0.004510865999999994	3.210412186421845e-05	0	100	46	4.6e-08	25345022	6	601	270	100	34.136875075779706	22.148491330091986	0.7666118814201099	0.004510855000000008	100	114217	148	812.5	0.008125	100	500000000	500000000	102	100	0.00498101	148	146	-2	0.5	0.45	0.1	66.35309810804999	1150.005290031433	489.16015625
p01-s01-c0015-v210-m010-sb0002	p01-s01-c0015	c0015	sb0002	667	100000	1e-05	10000	1000000000	0.5	1e-10	0.1	141	3.5357409683611327	0.9550908687177366	34.32043565196888	22.267186459581893	0.714470098910162	0.9550908687177366	0.093912701	40.99999999999999	0.2702911288070098	0.27564610788188837	-0.05272015914341566	0.004965385000000001	3.594756762001816e-05	0	100	41	4.1e-08	25338595	5	595	268	100	34.320410587777864	22.267184945633357	0.7677762374167084	0.004965365	100	113567	152	812.5	0.008125	100	500000000	500000000	106	100	0.00561964	147	141	-6	0.5	0.45	0.1	67.40466478619977	1149.8194332122803	487.18359375
p01-s01-c0015-v210-m010-sb0003	p01-s01-c0015	c0015	sb0003	668	100000	1e-05	10000	1000000000	0.5	1e-10	0.1	140	3.533155316664347	0.9549702321710877	34.23180958673541	22.207531777632852	0.7149759158006332	0.9549702321710877	0.093547547	39.99999999999999	0.011361974973533862	0.0070036466235601225	-0.05221434225294441	0.004138999000000001	2.9245452980373425e-05	0	100	40	4e-08	25337202	5	580	266	100	34.23178486949501	22.20753011896394	0.7672147720749797	0.004138978999999999	100	113571	150	859.5	0.008595	100	500000000	500000000	106	100	0.00476402	146	140	-6	0.5	0.45	0.1	67.32087221971597	1149.7474069595337	492.28515625
p01-s01-c0016-v210-m010-sb0001	p01-s01-c0016	c0016	sb0001	666	100	0.001	1000000	100000000	0.0909090909091	0.0	0.1	100	3.527608492939035	0.9545265822081787	34.04245741021886	21.99086957963067	0.7660104513992345	0.9545265822081787	0.09885576	0.0	-0.5418477236946884	-0.9686895300271448	-0.0011798066543431407	0.026916911000000012	0.0009756861559419306	0	100	0	0.0	0	0	0	0	100	34.04245741021886	21.99086957963067	0.7660104513992345	0.026916911000000012	69	55	55	3.0	0.03	55	500000000	500000000	100	100	0.02992484	100	100	0	0.09090909090909091	0.08181818181818182	0.1	0.06791291084955446	0.16686725616455078	95.03125
p01-s01-c0016-v210-m010-sb0002	p01-s01-c0016	c0016	sb0002	667	100	0.001	1000000	100000000	0.0909090909091	0.0	0.1	100	3.5206997406833307	0.9546974064243103	33.80807707589182	22.073791389652833	0.76451023490849	0.9546974064243103	0.09442011	0.0	-1.2266113029265502	-0.595268393436732	-0.00268002314508764	0.024902715000000013	0.001072543183623276	0	100	0	0.0	0	0	0	0	100	33.80807707589182	22.073791389652833	0.76451023490849	0.024902715000000013	70	52	52	3.0	0.03	52	500000000	500000000	100	100	0.0277955	100	100	0	0.09090909090909091	0.08181818181818182	0.1	0.06811577778328987	0.16746807098388672	94.77734375
p01-s01-c0016-v210-m010-sb0003	p01-s01-c0016	c0016	sb0003	668	100	0.001	1000000	100000000	0.0909090909091	0.0	0.1	100	3.539869116813715	0.955739150542443	34.462408345855586	22.593330499879517	0.7686728120459669	0.955739150542443	0.090333847	0.0	0.6850773364390994	1.7443680061083322	0.0014825539923892794	0.023651656999999996	0.0008723520074216278	0	100	0	0.0	0	0	0	0	100	34.462408345855586	22.593330499879517	0.7686728120459669	0.023651656999999996	72	52	52	3.0	0.03	52	500000000	500000000	100	100	0.02628693	100	100	0	0.09090909090909091	0.08181818181818182	0.1	0.06805793223320507	0.16812992095947266	95.61328125
p01-s01-c0017-v210-m010-sb0001	p01-s01-c0017	c0017	sb0001	666	10000	1e-05	10000	100000000	0.0909090909091	0.0	0.1	100	3.5352516676907606	0.95503765000811	34.30364674754296	22.240830387654878	0.7676701457086829	0.95503765000811	0.093460343	0.0	0.221240809294998	0.15695701592388644	0.0004798876551052045	0.002926324000000008	1.219844033178735e-05	0	100	0	0.0	0	0	0	0	100	34.30364674754296	22.240830387654878	0.7676701457086829	0.002926324000000008	100	100	100	88.5	0.00885	100	500000000	500000000	100	100	0.00332294	100	100	0	0.09090909090909091	0.08181818181818182	0.1	3.225363688833507	10.614925384521484	97.73828125
p01-s01-c0017-v210-m010-sb0002	p01-s01-c0017	c0017	sb0002	667	10000	1e-05	10000	100000000	0.0909090909091	0.0	0.1	100	3.531570285090883	0.9548848439536535	34.177594065730496	22.16550019183587	0.7668707436342321	0.9548848439536535	0.09350091	0.0	-0.1470336272848205	-0.1822768639780703	-0.0003195144193455235	0.0031219350000000166	1.4842939986077906e-05	0	100	0	0.0	0	0	0	0	100	34.177594065730496	22.16550019183587	0.7668707436342321	0.0031219350000000166	100	100	100	84.0	0.0084	100	500000000	500000000	100	100	0.00346309	100	100	0	0.09090909090909091	0.08181818181818182	0.1	3.1594791906158206	10.618945121765137	98.39453125
p01-s01-c0017-v210-m010-sb0003	p01-s01-c0017	c0017	sb0003	668	10000	1e-05	10000	100000000	0.0909090909091	0.0	0.1	100	3.5333814552090743	0.9550409178518233	34.23955159368884	22.242446958863344	0.7672640342282914	0.9550409178518233	0.093219324	0.0	0.03398095624211894	0.16423690836573357	7.377617471371334e-05	0.002928479000000011	1.2934258584775895e-05	0	100	0	0.0	0	0	0	0	100	34.23955159368884	22.242446958863344	0.7672640342282914	0.002928479000000011	100	100	100	90.5	0.00905	100	500000000	500000000	100	100	0.00337868	100	100	0	0.09090909090909091	0.08181818181818182	0.1	3.159541732099994	10.619656562805176	97.41015625
p01-s01-c0018-v210-m010-sb0001	p01-s01-c0018	c0018	sb0001	666	100	0.1	100000000	10000000000	0.909090909091	0.0	0.1	100	3.3424559902612136	0.9485043443080529	28.288517782802266	19.4191138371383	0.725805096287457	0.9485043443080529	0.124006696	0.0	-17.352508504031928	-12.550056990984748	-0.041385161766120615	0.22857804099999995	0.05451197984827757	0	100	0	0.0	0	0	0	0	100	28.288517782802266	19.4191138371383	0.725805096287457	0.22857804099999995	55	46	46	4.0	0.04	46	500000000	500000000	100	100	0.25396242	100	100	0	0.9090909090909091	0.8181818181818181	0.1	0.06806547570061715	0.16881847381591797	95.33984375
p01-s01-c0018-v210-m010-sb0002	p01-s01-c0018	c0018	sb0002	667	100	0.1	100000000	10000000000	0.909090909091	0.0	0.1	100	3.3266832623560916	0.9524183283357944	27.845831055182618	21.016495743512795	0.7223800919405791	0.9524183283357944	0.090676455	0.0	-18.645858259478132	-5.356579582714549	-0.044810166112998595	0.22709245100000003	0.053024030855193915	0	100	0	0.0	0	0	0	0	100	27.845831055182618	21.016495743512795	0.7223800919405791	0.22709245100000003	52	42	42	5.0	0.05	42	500000000	500000000	100	100	0.25241728	100	100	0	0.9090909090909091	0.8181818181818181	0.1	0.0682209040329326	0.16740131378173828	94.98828125
p01-s01-c0018-v210-m010-sb0003	p01-s01-c0018	c0018	sb0003	668	100	0.1	100000000	10000000000	0.909090909091	0.0	0.1	100	3.396395152881582	0.9542890759363871	29.85627850453524	21.876608720671808	0.7375178366297112	0.9542890759363871	0.098104075	0.0	-12.772152194380727	-1.4832395598541437	-0.029672421423866502	0.230858103	0.054434310070305525	0	100	0	0.0	0	0	0	0	100	29.85627850453524	21.876608720671808	0.7375178366297112	0.230858103	49	46	46	4.0	0.04	46	500000000	500000000	100	100	0.25653745	100	100	0	0.9090909090909091	0.8181818181818181	0.1	0.06804056834953372	0.17061138153076172	95.125
p01-s01-c0019-v210-m010-sb0001	p01-s01-c0019	c0019	sb0001	666	1000	1e-06	1000	1000000	0.000999000999001	0.0	0.1	100	3.53302217421658	0.9549657254332707	34.227252183214205	22.205309392033286	0.767186017352045	0.9549657254332707	0.093465049	0.0	-0.0019528961573755943	-0.003004405013407041	-4.240701532709501e-06	0.00012778000000000035	2.1361349082217158e-08	0	100	0	0.0	0	0	0	0	100	34.227252183214205	22.205309392033286	0.767186017352045	0.00012778000000000035	99	91	91	11.0	0.011	91	500000000	500000000	100	100	0.00041441	100	100	0	0.000999000999000999	0.0008991008991008991	0.1	0.3408462724997662	1.053879737854004	95.9765625
p01-s01-c0019-v210-m010-sb0002	p01-s01-c0019	c0019	sb0002	667	1000	1e-06	1000	1000000	0.000999000999001	0.0	0.1	100	3.533088571136261	0.9549694790288011	34.22952484277628	22.20716035329886	0.7672004352599614	0.9549694790288011	0.093431753	0.0	0.004686886572558002	0.00533101433393135	1.0177206383743531e-05	0.00012871000000000082	2.482087231358014e-08	0	100	0	0.0	0	0	0	0	100	34.22952484277628	22.20716035329886	0.7672004352599614	0.00012871000000000082	100	90	90	12.0	0.012	90	500000000	500000000	100	100	0.00043511	100	100	0	0.000999000999000999	0.0008991008991008991	0.1	0.40793341810058337	1.0533523559570312	96.73046875
p01-s01-c0019-v210-m010-sb0003	p01-s01-c0019	c0019	sb0003	668	1000	1e-06	1000	1000000	0.000999000999001	0.0	0.1	100	3.5329845605571175	0.954962302213588	34.22596479521808	22.20362161366304	0.7671778496496705	0.954962302213588	0.09344571	0.0	-0.005714117910970984	-0.010604964108318349	-1.2408403907149257e-05	0.00016343899999999372	2.9053973235539115e-08	0	100	0	0.0	0	0	0	0	100	34.22596479521808	22.20362161366304	0.7671778496496705	0.00016343899999999372	100	93	93	9.0	0.009	93	500000000	500000000	100	100	0.00041885	100	100	0	0.000999000999000999	0.0008991008991008991	0.1	0.3405296840336329	1.055436134338379	96.62109375
p01-s01-c0020-v210-m010-sb0001	p01-s01-c0020	c0020	sb0001	666	1000	0.0001	100000	100000000	0.0909090909091	0.0	0.1	100	3.5293136849129763	0.9547189902983189	34.10055585579191	22.084313194166082	0.7663807291316688	0.9547189902983189	0.09492742	0.0	-0.37210780224334883	-0.5478856337107985	-0.0008095289219088864	0.00769125300000001	9.005479372367012e-05	0	100	0	0.0	0	0	0	0	100	34.10055585579191	22.084313194166082	0.7663807291316688	0.00769125300000001	100	89	89	11.0	0.011	89	500000000	500000000	100	100	0.00847337	100	100	0	0.09090909090909091	0.08181818181818182	0.1	0.3399843371162812	1.0869073867797852	96.8359375
p01-s01-c0020-v210-m010-sb0002	p01-s01-c0020	c0020	sb0002	667	1000	0.0001	100000	100000000	0.0909090909091	0.0	0.1	100	3.533041878859748	0.955061083333721	34.22792662564989	22.252427832786957	0.7671902961609427	0.955061083333721	0.092616178	0.0	1.7549091668733752e-05	0.20918369961069327	3.8107365041284424e-08	0.00939030900000001	0.0001166875082165395	0	100	0	0.0	0	0	0	0	100	34.22792662564989	22.252427832786957	0.7671902961609427	0.00939030900000001	100	88	88	11.0	0.011	88	500000000	500000000	100	100	0.01055357	100	100	0	0.09090909090909091	0.08181818181818182	0.1	0.3400909007837375	1.0865669250488281	96.74609375
p01-s01-c0020-v210-m010-sb0003	p01-s01-c0020	c0020	sb0003	668	1000	0.0001	100000	100000000	0.0909090909091	0.0	0.1	100	3.5287997378613456	0.9547296322421371	34.08303447856662	22.089504670001553	0.7662691269474119	0.9547296322421371	0.093180788	0.0	-0.4232981080184217	-0.5245069013055992	-0.0009211311061657623	0.010208935999999991	0.00013549613117518582	0	100	0	0.0	0	0	0	0	100	34.08303447856662	22.089504670001553	0.7662691269474119	0.010208935999999991	97	91	91	10.0	0.01	91	500000000	500000000	100	100	0.01118259	100	100	0	0.09090909090909091	0.08181818181818182	0.1	0.3400106911334054	1.0883073806762695	96.19140625
