cell_id	cell	label	H	f	R	alpha	u	m	richness_mean	richness_median	richness_minimum	richness_maximum	richness_sd	shannon_mean	shannon_median	shannon_minimum	shannon_maximum	shannon_sd	simpson_mean	simpson_median	simpson_minimum	simpson_maximum	simpson_sd	hill_q1_mean	hill_q1_median	hill_q1_minimum	hill_q1_maximum	hill_q1_sd	hill_q2_mean	hill_q2_median	hill_q2_minimum	hill_q2_maximum	hill_q2_sd	evenness_mean	evenness_median	evenness_minimum	evenness_maximum	evenness_sd	total_variation_mean	total_variation_median	total_variation_minimum	total_variation_maximum	total_variation_sd	original_strains_lost_mean	original_strains_lost_median	original_strains_lost_minimum	original_strains_lost_maximum	original_strains_lost_sd	final_mutant_richness_mean	final_mutant_richness_median	final_mutant_richness_minimum	final_mutant_richness_maximum	final_mutant_richness_sd	mutant_abundance_fraction_mean	mutant_abundance_fraction_median	mutant_abundance_fraction_minimum	mutant_abundance_fraction_maximum	mutant_abundance_fraction_sd	root_richness_mean	root_richness_median	root_richness_minimum	root_richness_maximum	root_richness_sd	root_total_variation_mean	root_total_variation_median	root_total_variation_minimum	root_total_variation_maximum	root_total_variation_sd	infection_richness_g5_mean	infection_richness_g5_median	infection_richness_g5_minimum	infection_richness_g5_maximum	infection_richness_g5_sd	pooled_adult_richness_g5_mean	pooled_adult_richness_g5_median	pooled_adult_richness_g5_minimum	pooled_adult_richness_g5_maximum	pooled_adult_richness_g5_sd	release_richness_g5_mean	release_richness_g5_median	release_richness_g5_minimum	release_richness_g5_maximum	release_richness_g5_sd	post_return_richness_g5_mean	post_return_richness_g5_median	post_return_richness_g5_minimum	post_return_richness_g5_maximum	post_return_richness_g5_sd	post_migration_richness_g5_mean	post_migration_richness_g5_median	post_migration_richness_g5_minimum	post_migration_richness_g5_maximum	post_migration_richness_g5_sd	migration_richness_change_g5_mean	migration_richness_change_g5_median	migration_richness_change_g5_minimum	migration_richness_change_g5_maximum	migration_richness_change_g5_sd	migration_sample_tv_g5_mean	migration_sample_tv_g5_median	migration_sample_tv_g5_minimum	migration_sample_tv_g5_maximum	migration_sample_tv_g5_sd	realized_host_feedback_g5_mean	realized_host_feedback_g5_median	realized_host_feedback_g5_minimum	realized_host_feedback_g5_maximum	realized_host_feedback_g5_sd	expected_host_feedback_after_migration_g5_mean	expected_host_feedback_after_migration_g5_median	expected_host_feedback_after_migration_g5_minimum	expected_host_feedback_after_migration_g5_maximum	expected_host_feedback_after_migration_g5_sd	realized_migration_fraction_mean	realized_migration_fraction_median	realized_migration_fraction_minimum	realized_migration_fraction_maximum	realized_migration_fraction_sd	elapsed_minutes_mean	elapsed_minutes_median	elapsed_minutes_minimum	elapsed_minutes_maximum	elapsed_minutes_sd	output_mib_mean	output_mib_median	output_mib_minimum	output_mib_maximum	output_mib_sd	peak_rss_mib_mean	peak_rss_mib_median	peak_rss_mib_minimum	peak_rss_mib_maximum	peak_rss_mib_sd
p01-s01-c0011	c0011	Very weak feedback boundary	100	1e-05	1000000	0.000999000999001	0.0	0.1	100.0	100.0	100.0	100.0	0.0	3.5330589457644606	3.533016913830495	3.532990965799227	3.5331689576636576	9.61524235548485e-05	0.9549698437439883	0.9549718114189645	0.9549649281965207	0.9549727916164801	4.285108163517187e-06	34.228510900883016	34.227072135126654	34.22618402151112	34.23227654601127	0.003291238197469518	22.207340351017454	22.208310649679767	22.204916300871588	22.208794102501006	0.002113160190294276	0.7671940021922126	0.7671848750737202	0.7671792405303223	0.7672178909725952	2.0879233485754806e-05	0.00030693799999999743	0.0003088229999999962	0.0002885659999999948	0.00032342500000000126	1.7505781587810032e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	100.0	100.0	0.0	0.00030693799999999743	0.0003088229999999962	0.0002885659999999948	0.00032342500000000126	1.7505781587810032e-05	69.66666666666667	69.0	66.0	74.0	4.041451884327381	50.333333333333336	51.0	46.0	54.0	4.041451884327381	50.333333333333336	51.0	46.0	54.0	4.041451884327381	100.0	100.0	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005324766666666667	0.00052651	0.00051335	0.00055757	2.2705790744506844e-05	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.0	0.0008991008991008991	0.0008991008991008991	0.0008991008991008991	0.0008991008991008991	0.0	0.10000000000000002	0.1	0.1	0.1	1.6996749443881478e-17	0.06852538703889068	0.06850911483343225	0.06849152513314039	0.06857552115009942	4.429922368514751e-05	0.1640323003133138	0.16485118865966797	0.16229820251464844	0.164947509765625	0.0015025447814841473	94.79296875	94.65234375	94.58984375	95.13671875	0.29933193844793776
p01-s01-c0012	c0012	Strong feedback boundary	1000	0.01	10000000000	0.909090909091	0.0	0.1	100.0	100.0	100.0	100.0	0.0	3.490509031163414	3.4885396642973303	3.4772624881772085	3.5057249410157034	0.014333060028682228	0.9534458245101908	0.9536010648426566	0.952524519520856	0.9542118891670597	0.0008543294161799806	32.804889520091166	32.73810415857353	32.370984718115835	33.30557968358415	0.47086319749419936	21.485151266023195	21.552218744005685	21.063504569254487	21.83973048480941	0.39243496651925536	0.7579544056338682	0.7575267630524765	0.7550779553722665	0.7612584984768614	0.0031123844396223743	0.09219191833333334	0.082024784	0.075428439	0.11912253200000002	0.023554647231219507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	100.0	100.0	0.0	0.09219191833333334	0.082024784	0.075428439	0.11912253200000002	0.023554647231219507	89.66666666666667	90.0	83.0	96.0	6.506407098647712	81.33333333333333	81.0	77.0	86.0	4.509249752822894	81.33333333333333	81.0	77.0	86.0	4.509249752822894	100.0	100.0	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10245843333333333	0.09099288	0.08390524	0.13247718	0.02623742601267383	0.9090909090909091	0.9090909090909091	0.9090909090909091	0.9090909090909091	0.0	0.818181818181818	0.8181818181818181	0.8181818181818181	0.8181818181818181	1.3597399555105182e-16	0.10000000000000002	0.1	0.1	0.1	1.6996749443881478e-17	0.3529876964218501	0.3420086938994549	0.34037743844965007	0.37657695691644527	0.02044517440857455	1.1168762842814128	1.1150016784667969	1.1147880554199219	1.1208391189575195	0.0034335772459862805	96.52994791666667	96.609375	96.2421875	96.73828125	0.25740774730453597
p01-s01-c0013	c0013	Matched return R=1e9, H=1000, u=1e-10	1000	0.001	1000000000	0.5	1e-10	0.1	147.33333333333334	147.0	145.0	150.0	2.5166114784235836	3.5200618404446913	3.5204592096249323	3.512070005357602	3.5276563063515383	0.007800744923880629	0.9547306643286029	0.9548640222819609	0.9540877341285026	0.9552402365753452	0.0005877105837803436	33.787202961657954	33.7999461612383	33.51757758854468	34.044085135190876	0.2634849920213804	22.09248041993415	22.15527502798147	21.780671918891397	22.341494312929594	0.285635802226447	0.705063480953415	0.7068838712895223	0.7009230964176684	0.7073834751530546	0.0035943690799641074	0.04541137433333333	0.045954524000000004	0.043872389	0.04640721	0.0013518831479866654	0.0	0.0	0.0	0.0	0.0	47.333333333333336	47.0	45.0	50.0	2.516611478423583	4.833333333333333e-08	4.7e-08	4.7e-08	5.1e-08	2.3094010767585048e-09	100.0	100.0	100.0	100.0	0.0	0.045411348666666664	0.045954506000000006	0.04387235899999999	0.046407181	0.0013518859269503276	96.0	95.0	95.0	98.0	1.7320508075688772	1281.6666666666667	1302.0	1228.0	1315.0	46.929024423413416	140.66666666666666	143.0	136.0	143.0	4.041451884327381	152.66666666666666	152.0	152.0	154.0	1.1547005383792515	147.33333333333334	147.0	145.0	150.0	2.5166114784235836	-5.333333333333333	-7.0	-7.0	-2.0	2.8867513459481287	0.05042422	0.05101083	0.04871511	0.05154672	0.0015041899039350047	0.5	0.5	0.5	0.5	0.0	0.45	0.45	0.45	0.45	0.0	0.10000000000000002	0.1	0.1	0.1	1.6996749443881478e-17	0.7259022852386504	0.7145339076164722	0.680206149633159	0.7829667984663199	0.05231508142470378	10.525489489237467	10.52574348449707	10.516075134277344	10.534649848937988	0.009289961860794492	104.94661458333333	105.14453125	104.5234375	105.171875	0.3667370352989943
p01-s01-c0014	c0014	Matched return R=1e9, H=10000, u=1e-10	10000	0.0001	1000000000	0.5	1e-10	0.1	148.0	149.0	143.0	152.0	4.58257569495584	3.529136186626657	3.525507667385802	3.523838542902517	3.5380623495916526	0.007775203090171723	0.9547631710409834	0.9545497923228334	0.954312297753014	0.9554274230471029	0.0005873874048690167	34.09519162843345	33.97101521586602	33.91436065755555	34.400199011878776	0.2656587335501374	22.108382360397936	22.002099684626575	21.88772800597492	22.43531939059231	0.28885305347812557	0.7062841689950988	0.707054419306596	0.7014176647475135	0.7103804229311868	0.004530752997187267	0.016063447666666675	0.016217788000000014	0.014468156000000005	0.017504399000000007	0.0015239942889106702	0.0	0.0	0.0	0.0	0.0	48.0	49.0	43.0	52.0	4.58257569495584	4.8000000000000006e-08	4.9e-08	4.3e-08	5.2e-08	4.582575694955841e-09	100.0	100.0	100.0	100.0	0.0	0.01606342333333334	0.016217762000000017	0.014468127	0.01750438100000001	0.0015239996411254004	100.0	100.0	100.0	100.0	0.0	11487.666666666666	11499.0	11442.0	11522.0	41.18656738954259	154.33333333333334	156.0	149.0	158.0	4.725815626252608	153.66666666666666	155.0	150.0	156.0	3.2145502536643185	148.0	149.0	143.0	152.0	4.58257569495584	-5.666666666666667	-7.0	-7.0	-3.0	2.309401076758503	0.017872299999999997	0.01799155	0.01625912	0.01936623	0.001556983802067319	0.5	0.5	0.5	0.5	0.0	0.45	0.45	0.45	0.45	0.0	0.10000000000000002	0.1	0.1	0.1	1.6996749443881478e-17	6.868920511833211	6.83383231065042	6.8021013898998115	6.970827834949402	0.08966905659953789	109.76752440134685	109.79748916625977	109.63687801361084	109.86820602416992	0.11853934987809218	157.27994791666666	157.47265625	156.58203125	157.78515625	0.6242834434039825
p01-s01-c0015	c0015	Matched return R=1e9, H=100000, u=1e-10	100000	1e-05	1000000000	0.5	1e-10	0.1	142.33333333333334	141.0	140.0	146.0	3.2145502536643185	3.5330917674968014	3.533155316664347	3.530379017464925	3.5357409683611327	0.002681540271160866	0.9549704343634674	0.9549702321710877	0.9548502022015782	0.9550908687177366	0.00012033338548081124	34.22971629483106	34.23180958673541	34.13690364578888	34.32043565196888	0.09178390777452052	22.207737223112378	22.207531777632852	22.1484934321224	22.267186459581893	0.05934678043296683	0.7126148089446701	0.714470098910162	0.708398412123215	0.7149759158006332	0.003660254676747781	0.004538416666666665	0.004510865999999994	0.004138999000000001	0.004965385000000001	0.0004138813050553668	0.0	0.0	0.0	0.0	0.0	42.333333333333336	41.0	40.0	46.0	3.214550253664318	4.2333333333333335e-08	4.1e-08	4e-08	4.6e-08	3.214550253664318e-09	100.0	100.0	100.0	100.0	0.0	0.004538399666666669	0.004510855000000008	0.004138978999999999	0.004965365	0.00041388100553822657	100.0	100.0	100.0	100.0	0.0	113785.0	113571.0	113567.0	114217.0	374.1283202325106	150.0	150.0	148.0	152.0	2.0	147.0	147.0	146.0	148.0	1.0	142.33333333333334	141.0	140.0	146.0	3.2145502536643185	-4.666666666666667	-6.0	-6.0	-2.0	2.309401076758503	0.0051215566666666665	0.00498101	0.00476402	0.00561964	0.0004447880621524521	0.5	0.5	0.5	0.5	0.0	0.45	0.45	0.45	0.45	0.0	0.10000000000000002	0.1	0.1	0.1	1.6996749443881478e-17	67.02621170465524	67.32087221971597	66.35309810804999	67.40466478619977	0.584437108678624	1149.8573767344158	1149.8194332122803	1149.7474069595337	1150.005290031433	0.13306277784226597	489.54296875	489.16015625	487.18359375	492.28515625	2.572235223102419
p01-s01-c0016	c0016	Matched return R=1e8, H=100	100	0.001	100000000	0.0909090909091	0.0	0.1	100.0	100.0	100.0	100.0	0.0	3.52939245014536	3.527608492939035	3.5206997406833307	3.539869116813715	0.009708404750139846	0.9549877130583106	0.9546974064243103	0.9545265822081787	0.955739150542443	0.0006563451436733375	34.10431427732209	34.04245741021886	33.80807707589182	34.462408345855586	0.3315223321572283	22.219330489721006	22.073791389652833	21.99086957963067	22.593330499879517	0.32653638747199787	0.7663978327845639	0.7660104513992345	0.76451023490849	0.7686728120459669	0.0021081533055345206	0.025157094333333338	0.024902715000000013	0.023651656999999996	0.026916911000000012	0.0016474230042855895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	100.0	100.0	0.0	0.025157094333333338	0.024902715000000013	0.023651656999999996	0.026916911000000012	0.0016474230042855895	70.33333333333333	70.0	69.0	72.0	1.5275252316519468	53.0	52.0	52.0	55.0	1.7320508075688772	53.0	52.0	52.0	55.0	1.7320508075688772	100.0	100.0	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02800242333333333	0.0277955	0.02628693	0.02992484	0.0018277609913315623	0.0909090909090909	0.09090909090909091	0.09090909090909091	0.09090909090909091	1.6996749443881478e-17	0.08181818181818182	0.08181818181818182	0.08181818181818182	0.08181818181818182	0.0	0.10000000000000002	0.1	0.1	0.1	1.6996749443881478e-17	0.06802887362201647	0.06805793223320507	0.06791291084955446	0.06811577778328987	0.0001045086138266078	0.16748841603597006	0.16746807098388672	0.16686725616455078	0.16812992095947266	0.0006315782112628494	95.140625	95.03125	94.77734375	95.61328125	0.4285674322032794
p01-s01-c0017	c0017	Matched return R=1e8, H=10000	10000	1e-05	100000000	0.0909090909091	0.0	0.1	100.0	100.0	100.0	100.0	0.0	3.533401135996906	3.5333814552090743	3.531570285090883	3.5352516676907606	0.001840770208833043	0.9549878039378622	0.95503765000811	0.9548848439536535	0.9550409178518233	8.918093104381236e-05	34.240264135654094	34.23955159368884	34.177594065730496	34.30364674754296	0.06302936169015186	22.216259179451367	22.240830387654878	22.16550019183587	22.242446958863344	0.043966003268779495	0.7672683078570688	0.7672640342282914	0.7668707436342321	0.7676701457086829	0.00039971817207405924	0.002992246000000012	0.002928479000000011	0.002926324000000008	0.0031219350000000166	0.00011231913704708082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	100.0	100.0	0.0	0.002992246000000012	0.002928479000000011	0.002926324000000008	0.0031219350000000166	0.00011231913704708082	100.0	100.0	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003388236666666667	0.00337868	0.00332294	0.00346309	7.056205094335997e-05	0.0909090909090909	0.09090909090909091	0.09090909090909091	0.09090909090909091	1.6996749443881478e-17	0.08181818181818182	0.08181818181818182	0.08181818181818182	0.08181818181818182	0.0	0.10000000000000002	0.1	0.1	0.1	1.6996749443881478e-17	3.1814615371831074	3.159541732099994	3.1594791906158206	3.225363688833507	0.038020391469714435	10.617842356363932	10.618945121765137	10.614925384521484	10.619656562805176	0.0025510940075952632	97.84765625	97.73828125	97.41015625	98.39453125	0.501219216635795
p01-s01-c0018	c0018	Alpha series H=100, alpha=0.909; f=0.1 sensitivity	100	0.1	10000000000	0.909090909091	0.0	0.1	100.0	100.0	100.0	100.0	0.0	3.355178135166296	3.3424559902612136	3.3266832623560916	3.396395152881582	0.036555801843194805	0.9517372495267448	0.9524183283357944	0.9485043443080529	0.9542890759363871	0.002951894520653648	28.66354244750671	28.288517782802266	27.845831055182618	29.85627850453524	1.0563888304050857	20.7707394337743	21.016495743512795	19.4191138371383	21.876608720671808	1.2470434629476843	0.7285676749525823	0.725805096287457	0.7223800919405791	0.7375178366297112	0.007937991511024131	0.22884286499999998	0.22857804099999995	0.22709245100000003	0.230858103	0.0018967426181503858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	100.0	100.0	0.0	0.22884286499999998	0.22857804099999995	0.22709245100000003	0.230858103	0.0018967426181503858	52.0	52.0	49.0	55.0	3.0	44.666666666666664	46.0	42.0	46.0	2.309401076758503	44.666666666666664	46.0	42.0	46.0	2.309401076758503	100.0	100.0	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2543057166666667	0.25396242	0.25241728	0.25653745	0.0020814273127431776	0.9090909090909091	0.9090909090909091	0.9090909090909091	0.9090909090909091	0.0	0.818181818181818	0.8181818181818181	0.8181818181818181	0.8181818181818181	1.3597399555105182e-16	0.10000000000000002	0.1	0.1	0.1	1.6996749443881478e-17	0.06810898269436115	0.06806547570061715	0.06804056834953372	0.0682209040329326	9.772350564330125e-05	0.168943723042806	0.16881847381591797	0.16740131378173828	0.17061138153076172	0.0016086948949248067	95.15104166666667	95.125	94.98828125	95.33984375	0.17722210402104427
p01-s01-c0019	c0019	Alpha series H=1000, alpha=0.001; f=1e-6 sensitivity	1000	1e-06	1000000	0.000999000999001	0.0	0.1	100.0	100.0	100.0	100.0	0.0	3.533031768636653	3.53302217421658	3.5329845605571175	3.533088571136261	5.266488218775458e-05	0.9549658355585532	0.9549657254332707	0.954962302213588	0.9549694790288011	3.5896747532611563e-06	34.22758060706952	34.227252183214205	34.22596479521808	34.22952484277628	0.0018026040401902322	22.20536378633173	22.205309392033286	22.20362161366304	22.20716035329886	0.0017699967817234154	0.7671881007538923	0.767186017352045	0.7671778496496705	0.7672004352599614	1.1436033862145491e-05	0.00013997633333333163	0.00012871000000000082	0.00012778000000000035	0.00016343899999999372	2.032458536682046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	100.0	100.0	0.0	0.00013997633333333163	0.00012871000000000082	0.00012778000000000035	0.00016343899999999372	2.032458536682046e-05	99.66666666666667	100.0	99.0	100.0	0.5773502691896257	91.33333333333333	91.0	90.0	93.0	1.5275252316519468	91.33333333333333	91.0	90.0	93.0	1.5275252316519468	100.0	100.0	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042279	0.00041885	0.00041441	0.00043511	1.0897944760366518e-05	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.000999000999000999	0.0	0.0008991008991008991	0.0008991008991008991	0.0008991008991008991	0.0008991008991008991	0.0	0.10000000000000002	0.1	0.1	0.1	1.6996749443881478e-17	0.3631031248779941	0.3408462724997662	0.3405296840336329	0.40793341810058337	0.03882449548779378	1.0542227427164714	1.053879737854004	1.0533523559570312	1.055436134338379	0.0010834077429113193	96.44270833333333	96.62109375	95.9765625	96.73046875	0.40738148719200634
p01-s01-c0020	c0020	Alpha series H=1000, alpha=0.091	1000	0.0001	100000000	0.0909090909091	0.0	0.1	100.0	100.0	100.0	100.0	0.0	3.5303851005446902	3.5293136849129763	3.5287997378613456	3.533041878859748	0.00231514333346596	0.9548365686247257	0.9547296322421371	0.9547189902983189	0.955061083333721	0.00019450823545160342	34.137172320002804	34.10055585579191	34.08303447856662	34.22792662564989	0.07908228411016785	22.142081898984866	22.089504670001553	22.084313194166082	22.252427832786957	0.09559762907797169	0.7666133840800078	0.7663807291316688	0.7662691269474119	0.7671902961609427	0.0005027269872696441	0.00909683266666667	0.00939030900000001	0.00769125300000001	0.010208935999999991	0.001284242263279134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	100.0	100.0	100.0	0.0	0.00909683266666667	0.00939030900000001	0.00769125300000001	0.010208935999999991	0.001284242263279134	99.0	100.0	97.0	100.0	1.7320508075688772	89.33333333333333	89.0	88.0	91.0	1.5275252316519468	89.33333333333333	89.0	88.0	91.0	1.5275252316519468	100.0	100.0	100.0	100.0	0.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010069843333333333	0.01055357	0.00847337	0.01118259	0.0014179075668510038	0.0909090909090909	0.09090909090909091	0.09090909090909091	0.09090909090909091	1.6996749443881478e-17	0.08181818181818182	0.08181818181818182	0.08181818181818182	0.08181818181818182	0.0	0.10000000000000002	0.1	0.1	0.1	1.6996749443881478e-17	0.3400286430111414	0.3400106911334054	0.3399843371162812	0.3400909007837375	5.550365970925356e-05	1.0872605641682942	1.0869073867797852	1.0865669250488281	1.0883073806762695	0.0009224137621418618	96.59114583333333	96.74609375	96.19140625	96.8359375	0.3490870603676765
