run_id	cell_id	cell	seed_block_id	generation	D0	shannon	simpson	D1	D2	evenness	TV	root_D0	root_D1	root_D2	mutant_richness	mutant_abundance_fraction	H	f	alpha	u	m	source_role	D0_tail_mean	D0_tail_sd	D1_tail_mean	D1_tail_sd	D2_tail_mean	D2_tail_sd	evenness_tail_mean	evenness_tail_sd	TV_tail_mean	TV_tail_sd
p01-s02-c0024-v210-m010-g250-sb0006	p01-s02-c0024	c0024	sb0006	100	100	3.5301477240952868	0.95480698835477	34.129008919349765	22.127314901031724	0.766561838438953	0.01990389700000002	100	34.129008919349765	22.127314901031724	0	0.0	10000	1e-4	0.5	0	0.1	supplementary-reference	100.0	0.0	34.20023748252682	0.23616006238557483	22.256634679223513	0.15795232861634312	0.7670094663019804	0.0015041331806622798	0.01968681182	0.001118312486933515
p01-s02-c0024-v210-m010-g250-sb0007	p01-s02-c0024	c0024	sb0007	100	100	3.5321773734019417	0.9548215101820587	34.19834918304501	22.134427335436992	0.7670025711859925	0.017236631000000006	100	34.19834918304501	22.134427335436992	0	0.0	10000	1e-4	0.5	0	0.1	supplementary-reference	100.0	0.0	34.15793145777161	0.33167920571230247	22.179067769263643	0.24972385283681026	0.7667357024202931	0.002115889586300101	0.019635395879999996	0.0017318671817620175
p01-s02-c0024-v210-m010-g250-sb0008	p01-s02-c0024	c0024	sb0008	100	100	3.5262732851618384	0.954628987852098	33.99703398793154	22.040504556966162	0.7657205147143191	0.018791934000000003	100	33.99703398793154	22.040504556966162	0	0.0	10000	1e-4	0.5	0	0.1	supplementary-reference	100.0	0.0	34.207468787653106	0.270570594488659	22.17261874252698	0.1940908562003974	0.7670538298000289	0.0017142837208676332	0.020165985980000002	0.0013007973314694897
p01-s02-c0024-v210-m010-g250-sb0009	p01-s02-c0024	c0024	sb0009	100	100	3.543289372484198	0.9557177599909048	34.580480396617546	22.582416783672382	0.7694155111281614	0.020238896000000006	100	34.580480396617546	22.582416783672382	0	0.0	10000	1e-4	0.5	0	0.1	supplementary-reference	100.0	0.0	34.20428124253809	0.21176774492036327	22.227523918331684	0.14378971752974712	0.7670361624033936	0.0013427806733974684	0.01909750478	0.001475243278245794
p01-s02-c0024-v210-m010-g250-sb0010	p01-s02-c0024	c0024	sb0010	100	100	3.527237165551959	0.9547950186527868	34.0298188601242	22.121455870518748	0.7659298186816412	0.016882883000000005	100	34.0298188601242	22.121455870518748	0	0.0	10000	1e-4	0.5	0	0.1	supplementary-reference	100.0	0.0	33.92028775804721	0.17617864210269676	22.05091726421756	0.16645453471831922	0.7652268915448185	0.001128440130668216	0.020378127399999998	0.0028389019418239188
p01-s02-c0024-v210-m010-g250-sb0011	p01-s02-c0024	c0024	sb0011	100	100	3.5204072355001514	0.9541173119051651	33.798189484270196	21.7947125925382	0.7644467182149985	0.019640209	100	33.798189484270196	21.7947125925382	0	0.0	10000	1e-4	0.5	0	0.1	supplementary-reference	100.0	0.0	34.20532953050451	0.15476133905882555	22.2836961206197	0.17870596128081914	0.7670447048960822	0.0009846168512642293	0.018934929620000002	0.002027736143578904
p01-s02-c0024-v210-m010-g250-sb0012	p01-s02-c0024	c0024	sb0012	100	100	3.5396275696652286	0.9551794015283909	34.454085054663764	22.311170178448926	0.7686203607491133	0.018261771000000013	100	34.454085054663764	22.311170178448926	0	0.0	10000	1e-4	0.5	0	0.1	supplementary-reference	100.0	0.0	34.17600816919431	0.18631309998179882	22.204673010008097	0.1447443311129935	0.766857504923757	0.0011838663970082193	0.01915189358	0.002031396803575105
p01-s02-c0025-v210-m010-g250-sb0001	p01-s02-c0025	c0025	sb0001	100	100	3.5136204080524718	0.9543284644044854	33.56958363590401	21.89547574787938	0.7629729773599202	0.029264194	100	33.56958363590401	21.89547574787938	0	0.0	100	1e-3	0.0909090909091	0	0.1	supplementary-reference	100.0	0.0	33.90151903533521	0.3548666088976529	22.179380617174857	0.3243711755121201	0.7650978691861782	0.0022805428530767776	0.0347560334	0.003256946693099367
p01-s02-c0025-v210-m010-g250-sb0002	p01-s02-c0025	c0025	sb0002	100	100	3.529472148290214	0.9546684115199554	34.10595997320455	22.059672593211918	0.7664151390168278	0.035533300999999996	100	34.10595997320455	22.059672593211918	0	0.0	100	1e-3	0.0909090909091	0	0.1	supplementary-reference	100.0	0.0	33.97848198144128	0.33704870809707105	21.950957794116142	0.25301240863624713	0.7655915315430296	0.0021517089782722323	0.035947437799999996	0.003148509451200647
p01-s02-c0025-v210-m010-g250-sb0003	p01-s02-c0025	c0025	sb0003	100	100	3.529645310902411	0.9545404242108001	34.11186636169305	21.997565587437265	0.7664527408003023	0.03758845000000001	100	34.11186636169305	21.997565587437265	0	0.0	100	1e-3	0.0909090909091	0	0.1	supplementary-reference	100.0	0.0	34.07514660329242	0.19969142464726242	22.14512829877049	0.22200856149604317	0.7662152149078829	0.0012718730752103026	0.03561424772	0.003121691663968634
p01-s02-c0025-v210-m010-g250-sb0004	p01-s02-c0025	c0025	sb0004	100	100	3.559193789639292	0.9563772248372426	35.134859635784295	22.92380519737639	0.7728691114323337	0.038601721000000006	100	35.134859635784295	22.92380519737639	0	0.0	100	1e-3	0.0909090909091	0	0.1	supplementary-reference	100.0	0.0	34.33198660818361	0.39531412378450886	22.3206334733262	0.32095597511602403	0.7678353077316893	0.002507320481657007	0.03387120378	0.00372465874809831
p01-s02-c0025-v210-m010-g250-sb0005	p01-s02-c0025	c0025	sb0005	100	100	3.519309890728994	0.9536499666774356	33.76112155963134	21.574957520325526	0.764208432825569	0.040561341000000015	100	33.76112155963134	21.574957520325526	0	0.0	100	1e-3	0.0909090909091	0	0.1	supplementary-reference	100.0	0.0	34.03956358565687	0.3585350187834952	22.011377469999967	0.22843461346685215	0.7659802250273695	0.0022817105129234114	0.035968071399999996	0.0029652077724753195
p01-s02-c0025-v210-m010-g250-sb0006	p01-s02-c0025	c0025	sb0006	100	100	3.5152197247383805	0.954435862892901	33.62331498642174	21.94708521856764	0.7633202645656731	0.03063434	100	33.62331498642174	21.94708521856764	0	0.0	100	1e-3	0.0909090909091	0	0.1	supplementary-reference	100.0	0.0	34.20735098446219	0.37422881941861225	22.28238966819283	0.23275883000647762	0.7670469520993727	0.002380533721077165	0.0345250763	0.002386321988546598
p01-s02-c0025-v210-m010-g250-sb0007	p01-s02-c0025	c0025	sb0007	100	100	3.53120457568854	0.9555922000145268	34.16509728346586	22.518566565493508	0.7667913308465233	0.038079202	100	34.16509728346586	22.518566565493508	0	0.0	100	1e-3	0.0909090909091	0	0.1	supplementary-reference	100.0	0.0	34.3076737061119	0.3974907430179155	22.51816849745891	0.26860808927119184	0.7676812812627712	0.002525280299713254	0.03692786016	0.0035392000047748777
p01-s02-c0025-v210-m010-g250-sb0008	p01-s02-c0025	c0025	sb0008	100	100	3.510387184270297	0.9534571748037521	33.4612209345658	21.485588719281655	0.7622708917362417	0.039713494999999994	100	33.4612209345658	21.485588719281655	0	0.0	100	1e-3	0.0909090909091	0	0.1	supplementary-reference	100.0	0.0	33.779442229562754	0.4733637902310392	21.698873229806928	0.38568797481876166	0.7643053005233645	0.003047565970630742	0.0372628607	0.004429593404277519
p01-s02-c0025-v210-m010-g250-sb0009	p01-s02-c0025	c0025	sb0009	100	100	3.5173181602464356	0.9546554097370998	33.69394542528017	22.053347360780457	0.7637759340465623	0.04026917499999999	100	33.69394542528017	22.053347360780457	0	0.0	100	1e-3	0.0909090909091	0	0.1	supplementary-reference	100.0	0.0	34.2635899559053	0.47308405151406424	22.40288138305462	0.36703431016993443	0.7673960647241664	0.0030073972626794977	0.03681485778	0.0035259273572039117
p01-s02-c0025-v210-m010-g250-sb0010	p01-s02-c0025	c0025	sb0010	100	100	3.496923251942338	0.9534521801197281	33.013720637274844	21.483283268091892	0.759347235978866	0.03408207600000001	100	33.013720637274844	21.483283268091892	0	0.0	100	1e-3	0.0909090909091	0	0.1	supplementary-reference	100.0	0.0	33.571351763013666	0.42966165734316303	21.788668876276848	0.3322456707055477	0.7629669724543708	0.002780736365843052	0.035763942240000006	0.0029317207631782173
