run_id	cell_id	cell	seed_block_id	generation	D0	shannon	simpson	D1	D2	evenness	TV	root_D0	root_D1	root_D2	mutant_richness	mutant_abundance_fraction	H	f	alpha	u	m	source_role	D0_tail_mean	D0_tail_sd	D1_tail_mean	D1_tail_sd	D2_tail_mean	D2_tail_sd	evenness_tail_mean	evenness_tail_sd	TV_tail_mean	TV_tail_sd
p01-s02-c0025-v210-m010-g250-sb0011	p01-s02-c0025	c0025	sb0011	100	100	3.5170675127353968	0.9543990057398454	33.685501180030975	21.929346415014095	0.7637215066310887	0.033777481	100	33.685501180030975	21.929346415014095	0	0.0	100	1e-3	0.0909090909091	0	0.1	supplementary-reference	100.0	0.0	33.916883240443006	0.5001469975551008	21.968409978387875	0.35428528798402614	0.7651850583775988	0.0031784774149199806	0.03413155956	0.00363730841265125
p01-s02-c0025-v210-m010-g250-sb0012	p01-s02-c0025	c0025	sb0012	100	100	3.53799942475453	0.9554818136094516	34.39803445306194	22.462729977973893	0.7682668135738857	0.043240103	100	34.39803445306194	22.462729977973893	0	0.0	100	1e-3	0.0909090909091	0	0.1	supplementary-reference	100.0	0.0	33.801374736849276	0.5044245689637591	22.130849434575598	0.2964853965625241	0.7644435545060294	0.0032335345846901406	0.037208961	0.003959901060759793
p01-s02-c0026-v210-m010-g250-sb0001	p01-s02-c0026	c0026	sb0001	100	100	3.026248849179341	0.9296440634404002	20.619739583221126	14.21344166391532	0.6571415880323269	0.30594704600000006	100	20.619739583221126	14.21344166391532	0	0.0	100	1e-1	0.909090909091	0	0.1	supplementary-reference	100.0	0.0	21.819042821626667	1.4098134726646294	14.395902078153695	1.192729557445411	0.6689754312248174	0.013994596253094353	0.3152726963	0.029906860425663883
p01-s02-c0026-v210-m010-g250-sb0002	p01-s02-c0026	c0026	sb0002	100	100	3.245134548168194	0.950187146850716	25.665163028599675	20.075139984515733	0.7046720136515244	0.243042789	100	25.665163028599675	20.075139984515733	0	0.0	100	1e-1	0.909090909091	0	0.1	supplementary-reference	100.0	0.0	22.309652367351937	2.017916160054944	15.531198685526695	2.122868633569104	0.6733664531949916	0.019806025737897907	0.29844965562	0.029773807975225747
p01-s02-c0026-v210-m010-g250-sb0003	p01-s02-c0026	c0026	sb0003	100	100	3.16196186362304	0.9379689171834241	23.616883614010955	16.120950249360824	0.6866112946800044	0.28730445500000007	100	23.616883614010955	16.120950249360824	0	0.0	100	1e-1	0.909090909091	0	0.1	supplementary-reference	100.0	0.0	23.223152308704694	2.232155241805979	16.0948252701648	2.366117154203594	0.6819548985245046	0.021248071195129208	0.28978424634	0.02758531765542331
p01-s02-c0026-v210-m010-g250-sb0004	p01-s02-c0026	c0026	sb0004	100	100	3.0160380810450462	0.9290563142159121	20.41026745894982	14.095687148866613	0.654924347903968	0.337504647	100	20.41026745894982	14.095687148866613	0	0.0	100	1e-1	0.909090909091	0	0.1	supplementary-reference	100.0	0.0	22.76597460822653	1.7655923433252936	15.999182596888911	1.8088884398310778	0.6780071086585575	0.016767847308381822	0.28378252206	0.033621819986068675
p01-s02-c0026-v210-m010-g250-sb0005	p01-s02-c0026	c0026	sb0005	100	100	3.233120139226252	0.9485176716319267	25.35865620051178	19.42414089841647	0.7020631178981172	0.301541971	100	25.35865620051178	19.42414089841647	0	0.0	100	1e-1	0.909090909091	0	0.1	supplementary-reference	100.0	0.0	23.62963512715078	2.0148695090140247	16.326215468835883	1.8927856620270522	0.6859360960391335	0.018859320974053375	0.31337757254	0.023701379333586046
p01-s02-c0026-v210-m010-g250-sb0006	p01-s02-c0026	c0026	sb0006	100	100	3.1866551403220935	0.9443156846006703	24.207321780648456	17.95837827633663	0.6919733715852588	0.307347256	100	24.207321780648456	17.95837827633663	0	0.0	100	1e-1	0.909090909091	0	0.1	supplementary-reference	100.0	0.0	24.877935982260006	2.1201635468251223	17.822738916144086	1.78344728048696	0.6971332112006569	0.018531327329771204	0.26585413036	0.032388564531731966
p01-s02-c0026-v210-m010-g250-sb0007	p01-s02-c0026	c0026	sb0007	100	100	3.0660190679882655	0.9290610868170525	21.456316294859832	14.096635473129602	0.6657775813187273	0.314901391	100	21.456316294859832	14.096635473129602	0	0.0	100	1e-1	0.909090909091	0	0.1	supplementary-reference	100.0	0.0	23.647183319806505	1.9161459967324823	16.637445042490196	1.8627654614943807	0.6861925487170716	0.017579055410593018	0.28626385252	0.030822475212152728
p01-s02-c0026-v210-m010-g250-sb0008	p01-s02-c0026	c0026	sb0008	100	100	3.1325700239512835	0.9372388363625898	22.93284182406396	15.933420319885956	0.6802289377887899	0.262343927	100	22.93284182406396	15.933420319885956	0	0.0	100	1e-1	0.909090909091	0	0.1	supplementary-reference	100.0	0.0	23.438620660269326	1.3142797108167954	16.296563652405624	1.4532890451976352	0.6846253097380343	0.01234932465698959	0.27380052826	0.02866042699848286
p01-s02-c0026-v210-m010-g250-sb0009	p01-s02-c0026	c0026	sb0009	100	100	3.1133486499153316	0.9399157029431696	22.496250478316533	16.643283669511124	0.6760550694495837	0.305953108	100	22.496250478316533	16.643283669511124	0	0.0	100	1e-1	0.909090909091	0	0.1	supplementary-reference	100.0	0.0	24.162919171052792	2.0661222430879636	17.92646018157417	2.139971183665181	0.6907760794943053	0.0189503961725101	0.26698594528	0.03175633446022432
p01-s02-c0026-v210-m010-g250-sb0010	p01-s02-c0026	c0026	sb0010	100	100	3.21579934158744	0.9419239355228206	24.923206106115856	17.218797606248664	0.6983019544797677	0.354348539	100	24.923206106115856	17.218797606248664	0	0.0	100	1e-1	0.909090909091	0	0.1	supplementary-reference	100.0	0.0	24.090857168678312	1.7495664781768516	17.06695595494107	1.5387720269768768	0.6903416950526053	0.016269756044245336	0.29301061268	0.027733376568420277
p01-s02-c0026-v210-m010-g250-sb0011	p01-s02-c0026	c0026	sb0011	100	100	3.2063274313682877	0.9424224864023777	24.688250232601998	17.36789134363202	0.6962451553091373	0.295458092	100	24.688250232601998	17.36789134363202	0	0.0	100	1e-1	0.909090909091	0	0.1	supplementary-reference	100.0	0.0	23.461318567530366	1.408606261454531	15.60311413894613	1.925759514136616	0.6847891787793607	0.013129824015087738	0.29170990754000004	0.0332755149405969
p01-s02-c0026-v210-m010-g250-sb0012	p01-s02-c0026	c0026	sb0012	100	100	3.237326332846149	0.9456491620526624	25.46554425677252	18.39898036105596	0.7029764812375862	0.24315024800000004	100	25.46554425677252	18.39898036105596	0	0.0	100	1e-1	0.909090909091	0	0.1	supplementary-reference	100.0	0.0	24.805190919371462	1.6496313582694195	17.686898313449323	1.8068748773127783	0.6967861909527524	0.014781686223729286	0.28522544356	0.045305712933842605
