cell_id	seed_block_id	response	window	start_generation	end_generation	mean	median	sd	cv	q05	q95	lag1_autocorrelation	integrated_autocorrelation_time
p01-s02-c0021	sb0005	TV	4	201	250	0.00010295377999999855	0.00010324700000000532	8.046620637591259e-06	0.07815760273776613	9.066514999999338e-05	0.00011615694999999642	0.6106607241939845	4.740543056024263
p01-s02-c0021	sb0006	D0	1	51	100	100.0	100.0	0.0	0.0	100.0	100.0	0.0	1.0
p01-s02-c0021	sb0006	D0	2	101	150	100.0	100.0	0.0	0.0	100.0	100.0	0.0	1.0
p01-s02-c0021	sb0006	D0	3	151	200	100.0	100.0	0.0	0.0	100.0	100.0	0.0	1.0
p01-s02-c0021	sb0006	D0	4	201	250	100.0	100.0	0.0	0.0	100.0	100.0	0.0	1.0
p01-s02-c0021	sb0006	D1	1	51	100	34.22805977530058	34.228337448628814	0.0010140255853111266	2.9625564287545766e-05	34.22582844032952	34.22925597686256	0.7779997974244155	4.28866180128653
p01-s02-c0021	sb0006	D1	2	101	150	34.227898897763964	34.22801584656186	0.0011728352659764762	3.426547651901283e-05	34.22623789183833	34.229888736396894	0.8839225539719203	5.381448550284359
p01-s02-c0021	sb0006	D1	3	151	200	34.22769198458052	34.22791673430573	0.001340070458149761	3.915164536228324e-05	34.22529877370082	34.22940564893062	0.8989837057617104	8.571045174705462
p01-s02-c0021	sb0006	D1	4	201	250	34.22782172817787	34.227738383091875	0.0012061101880958467	3.523771385962674e-05	34.2259691281921	34.229992881234814	0.885966693025849	14.022015965616898
p01-s02-c0021	sb0006	D2	1	51	100	22.206138279168073	22.206264373269924	0.0006924650872844847	3.118349884068303e-05	22.20504418951536	22.20707747940356	0.7562790150442181	5.278572415462814
p01-s02-c0021	sb0006	D2	2	101	150	22.205838634016672	22.205836237880234	0.000864919882373041	3.895011112294078e-05	22.204715385816733	22.207104927296175	0.8882627184341951	6.352354009295438
p01-s02-c0021	sb0006	D2	3	151	200	22.205700249830038	22.20571736553589	0.0010560280758138802	4.755662122485703e-05	22.203919538537615	22.207237426353508	0.9130043112938864	10.321273980168264
p01-s02-c0021	sb0006	D2	4	201	250	22.205935847330508	22.206007223788358	0.000721958293624427	3.251195079495906e-05	22.20488273751692	22.206999282226644	0.8472257704780738	7.062764094930824
p01-s02-c0021	sb0006	evenness	1	51	100	0.7671911407878139	0.7671929024694659	6.433184606184801e-06	8.3853739494159e-06	0.7671769845409726	0.7671987296060715	0.7780045860944043	4.288689514327784
p01-s02-c0021	sb0006	evenness	2	101	150	0.7671901201259611	0.767190862191409	7.440654183724669e-06	9.698579255039188e-06	0.767179582307762	0.7672027437327258	0.8839188688797145	5.381408376211249
p01-s02-c0021	sb0006	evenness	3	151	200	0.7671888073936374	0.7671902334086973	8.501770644846022e-06	1.10817188192943e-05	0.7671736240228428	0.7671996791098277	0.8989855813522579	8.571079119607148
p01-s02-c0021	sb0006	evenness	4	201	250	0.7671896305420773	0.7671891019173009	7.651752483168324e-06	9.973743359593877e-06	0.7671778771388835	0.7672034044088403	0.8859670728039986	14.022020273955665
p01-s02-c0021	sb0006	TV	1	51	100	8.849465999999859e-05	8.624999999998907e-05	1.0962052170100176e-05	0.12387247061122501	7.446579999999992e-05	0.0001086252000000031	0.7881851876287806	8.362493171565452
p01-s02-c0021	sb0006	TV	2	101	150	9.644058000000036e-05	9.741349999999747e-05	7.29127972052111e-06	0.0756038559755767	8.51816999999971e-05	0.0001070061999999985	0.5981795900524808	4.858574467943617
p01-s02-c0021	sb0006	TV	3	151	200	9.326357999999691e-05	9.28289999999997e-05	8.81076354978576e-06	0.09447164208993533	7.928424999998929e-05	0.00011016194999999788	0.6776965905132473	5.869005604264995
p01-s02-c0021	sb0006	TV	4	201	250	9.450426000000363e-05	9.37760000000091e-05	7.584258097546799e-06	0.08025308168696849	8.155015000001397e-05	0.00010683970000000871	0.6686019542068486	3.122338226525094
p01-s02-c0021	sb0007	D0	1	51	100	100.0	100.0	0.0	0.0	100.0	100.0	0.0	1.0
p01-s02-c0021	sb0007	D0	2	101	150	100.0	100.0	0.0	0.0	100.0	100.0	0.0	1.0
p01-s02-c0021	sb0007	D0	3	151	200	100.0	100.0	0.0	0.0	100.0	100.0	0.0	1.0
p01-s02-c0021	sb0007	D0	4	201	250	100.0	100.0	0.0	0.0	100.0	100.0	0.0	1.0
p01-s02-c0021	sb0007	D1	1	51	100	34.22796222326098	34.22818178789892	0.0009815419875165686	2.8676611862377318e-05	34.225821721034904	34.229051099852725	0.8861834287033739	9.564316892471455
p01-s02-c0021	sb0007	D1	2	101	150	34.22797391720471	34.22787325080512	0.000851837691369049	2.4887178348025805e-05	34.22670458068767	34.229493634216425	0.834841136325223	5.896017727574568
p01-s02-c0021	sb0007	D1	3	151	200	34.22796765585404	34.22769522800559	0.001251389868417215	3.656044907484271e-05	34.226433498905834	34.2300657221878	0.8858399782703344	10.272760867101644
p01-s02-c0021	sb0007	D1	4	201	250	34.22849155106216	34.22820932436882	0.0009178122872968875	2.6814277980310423e-05	34.22735101104225	34.23012169819368	0.7335945317539534	5.043001675247355
p01-s02-c0021	sb0007	D2	1	51	100	22.205869405347503	22.205980751361885	0.0006553774249726785	2.951370257157569e-05	22.204512559153905	22.206653453942437	0.8226330635210094	6.339741240407269
p01-s02-c0021	sb0007	D2	2	101	150	22.2059996473695	22.206081794753665	0.000716444651616221	3.2263562235131816e-05	22.204763423241953	22.20707529606728	0.8345219789471491	6.208832850892723
