cell_id	response	assessment_end_generation	window_generations	previous_assessment_equivalent	current_assessment_equivalent	largest_previous_ci_to_margin_ratio	largest_current_ci_to_margin_ratio	equivalence_margin	rank_normalized_split_rhat	approximate_combined_ess	stationarity_screen_pass	full_equilibrium_status
p01-s02-c0026	D0	100	20	True	True	2.9698419350359553e-15	2.9698419350359553e-15	5.0	1.0	720.0	True	not established: contrasting initial conditions not tested
p01-s02-c0026	D1	100	20	False	False	3.717990115266621	3.717990115266621	1.1780958565045168	1.1686708862422792	95.88051474759372	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D2	100	20	False	False	4.264433577379648	4.264433577379648	0.8229109938974363	1.2216700530009266	87.16938466541225	False	not established: contrasting initial conditions not tested
p01-s02-c0026	evenness	100	20	False	False	1.9840892784055908	1.9840892784055908	0.02	1.1686708862422792	96.01911713770589	False	not established: contrasting initial conditions not tested
p01-s02-c0026	TV	100	20	True	True	0.9256253596813375	0.7042754912362861	0.05	1.2271280018920188	118.25629589227198	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D0	120	20	True	True	2.9698419350359553e-15	2.9698419350359553e-15	5.0	1.0	720.0	True	not established: contrasting initial conditions not tested
p01-s02-c0026	D1	120	20	False	False	3.717990115266621	2.2962030326435627	1.1833323317378048	1.2876164376601187	110.481637652577	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D2	120	20	False	False	4.264433577379648	2.7337530023111456	0.8335900904961486	1.2763867975311227	110.24445821539867	False	not established: contrasting initial conditions not tested
p01-s02-c0026	evenness	120	20	False	False	1.9840892784055908	1.263944986922333	0.02	1.2876164376601187	110.06115364822963	False	not established: contrasting initial conditions not tested
p01-s02-c0026	TV	120	20	True	True	0.7042754912362861	0.7765255106741378	0.05	1.1999058969085008	125.269102331699	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D0	140	20	True	True	2.9698419350359553e-15	2.9698419350359553e-15	5.0	1.0	720.0	True	not established: contrasting initial conditions not tested
p01-s02-c0026	D1	140	20	False	False	2.2962030326435627	2.2962030326435627	1.2325230032561052	1.3966458357776497	110.68455757912348	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D2	140	20	False	False	2.7337530023111456	2.6339060466126956	0.8776712831680789	1.3493511719921634	117.9184769416052	False	not established: contrasting initial conditions not tested
p01-s02-c0026	evenness	140	20	False	False	1.263944986922333	1.263944986922333	0.02	1.3966458357776497	110.6481174014076	False	not established: contrasting initial conditions not tested
p01-s02-c0026	TV	140	20	True	True	0.7765255106741378	0.8198231128888891	0.05	1.1821458154361477	155.76987836147597	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D0	160	20	True	True	2.9698419350359553e-15	2.9698419350359553e-15	5.0	1.0	720.0	True	not established: contrasting initial conditions not tested
p01-s02-c0026	D1	160	20	False	False	2.2962030326435627	2.714015713100358	1.2250253481730577	1.3180386601357905	125.12976544266634	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D2	160	20	False	False	2.6339060466126956	3.6353953624008053	0.8645525259478002	1.2889742128950266	142.32577079243362	False	not established: contrasting initial conditions not tested
p01-s02-c0026	evenness	160	20	False	False	1.263944986922333	1.4792992724563934	0.02	1.3180386601357905	123.95156856089379	False	not established: contrasting initial conditions not tested
p01-s02-c0026	TV	160	20	True	True	0.8198231128888891	0.8198231128888891	0.05	1.1969831704969947	150.62554270154888	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D0	180	20	True	True	2.9698419350359553e-15	2.9698419350359553e-15	5.0	1.0	720.0	True	not established: contrasting initial conditions not tested
p01-s02-c0026	D1	180	20	False	False	2.714015713100358	3.0950259750781792	1.234140465039303	1.361107372076275	91.77496640972277	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D2	180	20	False	False	3.6353953624008053	4.443305723043037	0.8779132174336305	1.3797618797626308	84.86421629820774	False	not established: contrasting initial conditions not tested
p01-s02-c0026	evenness	180	20	False	False	1.4792992724563934	1.7278835934126264	0.02	1.361107372076275	90.7574696693408	False	not established: contrasting initial conditions not tested
p01-s02-c0026	TV	180	20	True	True	0.8198231128888891	0.8198231128888891	0.05	1.2136010191678672	148.48189825499088	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D0	200	20	True	True	2.9698419350359553e-15	2.9698419350359553e-15	5.0	1.0	720.0	True	not established: contrasting initial conditions not tested
p01-s02-c0026	D1	200	20	False	False	3.0950259750781792	3.0950259750781792	1.222528791356843	1.2444315661372736	126.55237267339592	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D2	200	20	False	False	4.443305723043037	4.443305723043037	0.8747031247435411	1.2545826321373876	122.1867887376016	False	not established: contrasting initial conditions not tested
p01-s02-c0026	evenness	200	20	False	False	1.7278835934126264	1.7278835934126264	0.02	1.2444315661372736	125.88281001725038	False	not established: contrasting initial conditions not tested
p01-s02-c0026	TV	200	20	True	True	0.8198231128888891	0.7863883083799491	0.05	1.220290851922412	118.81530039555321	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D0	220	20	True	True	2.9698419350359553e-15	2.9698419350359553e-15	5.0	1.0	720.0	True	not established: contrasting initial conditions not tested
p01-s02-c0026	D1	220	20	False	False	3.0950259750781792	3.0950259750781792	1.1742568555962456	1.324230573696841	119.58347272780173	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D2	220	20	False	False	4.443305723043037	4.443305723043037	0.8310450550406415	1.352060966828759	124.79470920680721	False	not established: contrasting initial conditions not tested
p01-s02-c0026	evenness	220	20	False	False	1.7278835934126264	1.7278835934126264	0.02	1.324230573696841	119.24637550917173	False	not established: contrasting initial conditions not tested
p01-s02-c0026	TV	220	20	True	True	0.7863883083799491	0.7854716985799234	0.05	1.1549841174180973	136.31805941611938	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D0	240	20	True	True	2.9698419350359553e-15	2.9698419350359553e-15	5.0	1.0	720.0	True	not established: contrasting initial conditions not tested
p01-s02-c0026	D1	240	20	False	False	3.0950259750781792	2.4268974221357236	1.2243558030939647	1.14689454326989	108.45480085059906	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D2	240	20	False	False	4.443305723043037	3.4990247549028304	0.8681572127165783	1.1539892915573262	111.20182544379468	False	not established: contrasting initial conditions not tested
p01-s02-c0026	evenness	240	20	False	False	1.7278835934126264	1.3272056431239705	0.02	1.14689454326989	108.63995397635111	False	not established: contrasting initial conditions not tested
p01-s02-c0026	TV	240	20	True	True	0.7854716985799234	0.7191140425117648	0.05	1.1551093695449313	139.1869950095095	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D0	250	20	True	True	2.9698419350359553e-15	2.9698419350359553e-15	5.0	1.0	720.0	True	not established: contrasting initial conditions not tested
p01-s02-c0026	D1	250	20	False	False	3.4416648425767256	3.4416648425767256	1.224647978520571	1.1598834425185516	105.2483801270321	False	not established: contrasting initial conditions not tested
p01-s02-c0026	D2	250	20	False	False	4.25312739609645	4.25312739609645	0.8613928890227003	1.1936915952572946	110.90885865661218	False	not established: contrasting initial conditions not tested
p01-s02-c0026	evenness	250	20	False	False	1.8510988069217749	1.8510988069217749	0.02	1.1598834425185516	105.86304293748033	False	not established: contrasting initial conditions not tested
p01-s02-c0026	TV	250	20	False	False	1.114589822558133	1.007218461833212	0.05	1.2028401048478987	131.73911718749702	False	not established: contrasting initial conditions not tested
