run_id	cell_id	cell	seed_block_id	generation	feedback_exposure	D0	shannon	D1	D2	evenness	top_frequency	TV	jensen_shannon	turnover	mutant_richness	mutant_abundance_fraction	root_D0	root_D1	root_D2	root_evenness	mean_adult_richness	mean_adult_gene_diversity	realized_host_feedback	expected_host_feedback_after_migration
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	10	0.0	100	3.533025332736485	34.22736029084224	22.20519920581693	0.7671867032159277	0.093454432	8.15969999999966e-05	9.02748455944393e-09	3.08820000000044e-05	0	0.0	100	34.22736029084224	22.20519920581693	0.7671867032159277	3.39	0.530037727052143	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	11	0.0	100	3.5330351284563446	34.227695574117355	22.205525864226587	0.7671888303294684	0.09345549	7.682999999999993e-05	8.962135214178433e-09	4.137499999998717e-05	0	0.0	100	34.227695574117355	22.205525864226587	0.7671888303294684	3.41	0.5315080949131109	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	12	0.0	100	3.5330364693725733	34.22774147062059	22.205611809254858	0.7671891215057278	0.093453418	7.743499999999604e-05	1.0476251915022407e-08	3.3873999999999845e-05	0	0.0	100	34.22774147062059	22.205611809254858	0.7671891215057278	3.32	0.5167810519125414	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	13	0.0	100	3.5330408367249637	34.227890955555544	22.205833632277496	0.7671900698642496	0.093450642	7.413899999999621e-05	1.0634557447773482e-08	3.583699999998863e-05	0	0.0	100	34.227890955555544	22.205833632277496	0.7671900698642496	3.43	0.5414516892981076	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	14	0.0	100	3.5330464495477254	34.228083071180144	22.206240929636436	0.7671912886732263	0.093443223	7.540400000000474e-05	1.092695550300608e-08	4.883500000000212e-05	0	0.0	100	34.228083071180144	22.206240929636436	0.7671912886732263	3.39	0.4847078992245568	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	15	0.0	100	3.5330656889188665	34.22874160430866	22.206367182991748	0.7671954664495872	0.093442477	8.282899999998594e-05	1.1908566924535315e-08	3.311399999999726e-05	0	0.0	100	34.22874160430866	22.206367182991748	0.7671954664495872	3.39	0.5311118285572133	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	16	0.0	100	3.533060588848022	34.22856703574672	22.205972411067254	0.7671943589832747	0.093444439	7.667600000000458e-05	1.085245872010255e-08	3.947700000000754e-05	0	0.0	100	34.22856703574672	22.205972411067254	0.7671943589832747	3.37	0.5128059932280927	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	17	0.0	100	3.533015095333624	34.22700989335966	22.2050360512258	0.7671844801921419	0.093446086	7.942400000000372e-05	1.1383513595004923e-08	4.8540999999994127e-05	0	0.0	100	34.22700989335966	22.2050360512258	0.7671844801921419	3.33	0.5336795103029753	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	18	0.0	100	3.533000008874701	34.22649353287588	22.204805908169757	0.7671812042092111	0.093447459	7.903599999998837e-05	1.0803649077637114e-08	3.8946999999996454e-05	0	0.0	100	34.22649353287588	22.204805908169757	0.7671812042092111	3.33	0.5184419565101346	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	19	0.0	100	3.532989173253295	34.226122669559174	22.204150578840498	0.7671788512839188	0.093460559	8.445499999999351e-05	1.165528280518339e-08	4.367099999999052e-05	0	0.0	100	34.226122669559174	22.204150578840498	0.7671788512839188	3.07	0.4852530735305707	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	20	0.0	100	3.532991374459247	34.22619800838703	22.20410676873941	0.7671793292697181	0.093461423	8.969800000000039e-05	1.2228293325853918e-08	4.3426999999999474e-05	0	0.0	100	34.22619800838703	22.20410676873941	0.7671793292697181	3.55	0.536934839477977	0.0	0.0
p01-s02-c0021-v210-m010-g250-sb0001	p01-s02-c0021	c0021	sb0001	21	0.0	100	3.532996313164378	34.22636704190414	22.204207464460627	0.7671804016959111	0.093462648	9.036899999999981e-05	1.2606341628005732e-08	3.943799999999329e-05	0	0.0	100	34.22636704190414	22.204207464460627	0.7671804016959111	3.36	0.5297979912937455	0.0	0.0
