contrast	treatment	reference	response	n_pairs	scale	mean	sd	ci90_low	ci90_high	equivalence_margin	status	alpha_target	m_treatment	m_reference	interpretation
migration-modification-alpha-0.99-m-0.9-vs-0	p01-s03-c0089	p01-s03-c0084	D2_g100	12	difference in paired host effects	0.4783624236963026	0.08077319991976901	0.4364873924085161	0.5202374549840891	0.05	increase	0.99	0.9	0.0	Negative values mean migration reduces the host effect.
migration-modification-alpha-0.99-m-0.9-vs-0	p01-s03-c0089	p01-s03-c0084	evenness_g100	12	difference in paired host effects	-0.09110969635033322	0.03160220064861373	-0.10749313964882909	-0.07472625305183736	0.02	decrease	0.99	0.9	0.0	Negative values mean migration reduces the host effect.
migration-modification-alpha-0.99-m-0.9-vs-0	p01-s03-c0089	p01-s03-c0084	TV_g100	12	difference in paired host effects	-0.44096470291666673	0.05784490280598816	-0.4709530792252161	-0.41097632660811734	0.05	decrease	0.99	0.9	0.0	Negative values mean migration reduces the host effect.
migration-modification-alpha-0.99-m-0.9-vs-0	p01-s03-c0089	p01-s03-c0084	TV_tail_mean	12	difference in paired host effects	-0.39581114092	0.05277356505718237	-0.4231703973334219	-0.3684518845065782	0.05	decrease	0.99	0.9	0.0	Negative values mean migration reduces the host effect.
migration-modification-alpha-0.99-m-0.9-vs-0	p01-s03-c0089	p01-s03-c0084	TV_tail_sd	12	difference in paired host effects	-0.03216074564347487	0.012259508556484035	-0.03851640946372189	-0.02580508182322785	0.05	equivalent	0.99	0.9	0.0	Negative values mean migration reduces the host effect.
migration-modification-alpha-0.99-m-0.99-vs-0	p01-s03-c0090	p01-s03-c0084	D0_g100	12	difference in paired host effects	0.7675000000000001	0.023788843832962793	0.7551672141156343	0.7798327858843659	0.05	increase	0.99	0.99	0.0	Negative values mean migration reduces the host effect.
migration-modification-alpha-0.99-m-0.99-vs-0	p01-s03-c0090	p01-s03-c0084	D1_g100	12	difference in paired host effects	0.5639304051496943	0.054724167874889824	0.5355599030000298	0.5923009072993588	0.05	increase	0.99	0.99	0.0	Negative values mean migration reduces the host effect.
migration-modification-alpha-0.99-m-0.99-vs-0	p01-s03-c0090	p01-s03-c0084	D2_g100	12	difference in paired host effects	0.4769058062653418	0.08184506748202283	0.4344750895800432	0.5193365229506404	0.05	increase	0.99	0.99	0.0	Negative values mean migration reduces the host effect.
migration-modification-alpha-0.99-m-0.99-vs-0	p01-s03-c0090	p01-s03-c0084	evenness_g100	12	difference in paired host effects	-0.09128375285277728	0.031834706399958515	-0.10778773347828041	-0.07477977222727414	0.02	decrease	0.99	0.99	0.0	Negative values mean migration reduces the host effect.
migration-modification-alpha-0.99-m-0.99-vs-0	p01-s03-c0090	p01-s03-c0084	TV_g100	12	difference in paired host effects	-0.4462590313333334	0.05797016692076742	-0.4763123479776727	-0.4162057146889941	0.05	decrease	0.99	0.99	0.0	Negative values mean migration reduces the host effect.
migration-modification-alpha-0.99-m-0.99-vs-0	p01-s03-c0090	p01-s03-c0084	TV_tail_mean	12	difference in paired host effects	-0.40123175098833336	0.05277963936216355	-0.4285941564872364	-0.3738693454894303	0.05	decrease	0.99	0.99	0.0	Negative values mean migration reduces the host effect.
migration-modification-alpha-0.99-m-0.99-vs-0	p01-s03-c0090	p01-s03-c0084	TV_tail_sd	12	difference in paired host effects	-0.03269823586858078	0.012249218024792707	-0.03904856479635145	-0.02634790694081011	0.05	equivalent	0.99	0.99	0.0	Negative values mean migration reduces the host effect.
