run_id	cell_id	cell	seed_block_id	panel	H	B	HB	alpha_target	alpha	m	source_role	source_run_id	D0_tail_mean	D0_tail_sd	D1_tail_mean	D1_tail_sd	D2_tail_mean	D2_tail_sd	evenness_tail_mean	evenness_tail_sd	TV_tail_mean	TV_tail_sd	TV_51_75_mean	TV_76_100_mean	TV_late_change
p01-s03-c0061-v210-adaptive-g1000-sb0007-reused	p01-s03-c0061	c0061	sb0007	H-by-B	10000	10	100000	0.5	0.5	0.1	reused-passage-100	p01-s02-c0024-v210-m010-g250-sb0007	100.0	0.0	34.15793145777161	0.33167920571230247	22.179067769263643	0.24972385283681026	0.7667357024202931	0.002115889586300101	0.019635395879999996	0.0017318671817620175	0.01970084675999999	0.019569945	-0.00013090175999999273
p01-s03-c0061-v210-adaptive-g1000-sb0008-reused	p01-s03-c0061	c0061	sb0008	H-by-B	10000	10	100000	0.5	0.5	0.1	reused-passage-100	p01-s02-c0024-v210-m010-g250-sb0008	100.0	0.0	34.207468787653106	0.270570594488659	22.17261874252698	0.1940908562003974	0.7670538298000289	0.0017142837208676332	0.020165985980000002	0.0013007973314694897	0.01999608236	0.020335889600000004	0.0003398072400000035
p01-s03-c0061-v210-adaptive-g1000-sb0009-reused	p01-s03-c0061	c0061	sb0009	H-by-B	10000	10	100000	0.5	0.5	0.1	reused-passage-100	p01-s02-c0024-v210-m010-g250-sb0009	100.0	0.0	34.20428124253809	0.21176774492036327	22.227523918331684	0.14378971752974712	0.7670361624033936	0.0013427806733974684	0.01909750478	0.001475243278245794	0.01829535028	0.01989965928	0.0016043089999999982
p01-s03-c0061-v210-adaptive-g1000-sb0010-reused	p01-s03-c0061	c0061	sb0010	H-by-B	10000	10	100000	0.5	0.5	0.1	reused-passage-100	p01-s02-c0024-v210-m010-g250-sb0010	100.0	0.0	33.92028775804721	0.17617864210269676	22.05091726421756	0.16645453471831922	0.7652268915448185	0.001128440130668216	0.020378127399999998	0.0028389019418239188	0.020296856279999997	0.020459398519999995	0.0001625422399999972
p01-s03-c0061-v210-adaptive-g1000-sb0011-reused	p01-s03-c0061	c0061	sb0011	H-by-B	10000	10	100000	0.5	0.5	0.1	reused-passage-100	p01-s02-c0024-v210-m010-g250-sb0011	100.0	0.0	34.20532953050451	0.15476133905882555	22.2836961206197	0.17870596128081914	0.7670447048960822	0.0009846168512642293	0.018934929620000002	0.002027736143578904	0.019143348240000004	0.018726510999999998	-0.00041683724000000574
p01-s03-c0061-v210-adaptive-g1000-sb0012-reused	p01-s03-c0061	c0061	sb0012	H-by-B	10000	10	100000	0.5	0.5	0.1	reused-passage-100	p01-s02-c0024-v210-m010-g250-sb0012	100.0	0.0	34.17600816919431	0.18631309998179882	22.204673010008097	0.1447443311129935	0.766857504923757	0.0011838663970082193	0.01915189358	0.002031396803575105	0.019296000319999996	0.019007786840000006	-0.0002882134799999901
p01-s03-c0062-v210-adaptive-g1000-sb0001	p01-s03-c0062	c0062	sb0001	H-by-B	10000	50	500000	0.5	0.5	0.1	new-simulation	p01-s03-c0062-v210-adaptive-g1000-sb0001	100.0	0.0	34.277154220622315	0.12707793614191193	22.220278361890006	0.09180270985021641	0.7675009171152835	0.000804910311814388	0.009268825240000002	0.001050172249530379	0.008885744920000003	0.00965190556	0.0007661606399999975
p01-s03-c0062-v210-adaptive-g1000-sb0002	p01-s03-c0062	c0062	sb0002	H-by-B	10000	50	500000	0.5	0.5	0.1	new-simulation	p01-s03-c0062-v210-adaptive-g1000-sb0002	100.0	0.0	34.16206884460209	0.11269721767198156	22.167590985145292	0.07832935321065457	0.766770922654395	0.0007168935740327543	0.010162721460000006	0.0006218515808882332	0.009981482360000004	0.010343960560000006	0.0003624782000000021
p01-s03-c0062-v210-adaptive-g1000-sb0003	p01-s03-c0062	c0062	sb0003	H-by-B	10000	50	500000	0.5	0.5	0.1	new-simulation	p01-s03-c0062-v210-adaptive-g1000-sb0003	100.0	0.0	34.19500455885219	0.10352933342401563	22.185726054279503	0.08432178357596927	0.7669803594741745	0.0006565184502208744	0.009973691319999997	0.0008728917845844357	0.009786409959999994	0.010160972679999998	0.0003745627200000042
p01-s03-c0062-v210-adaptive-g1000-sb0004	p01-s03-c0062	c0062	sb0004	H-by-B	10000	50	500000	0.5	0.5	0.1	new-simulation	p01-s03-c0062-v210-adaptive-g1000-sb0004	100.0	0.0	34.222520136120686	0.09987804438548094	22.229965249622413	0.06514377847992259	0.7671550854719384	0.000634837392139148	0.00950785372	0.0007415188862570671	0.009812964759999997	0.009202742680000002	-0.000610222079999995
p01-s03-c0062-v210-adaptive-g1000-sb0005	p01-s03-c0062	c0062	sb0005	H-by-B	10000	50	500000	0.5	0.5	0.1	new-simulation	p01-s03-c0062-v210-adaptive-g1000-sb0005	100.0	0.0	34.14945297878192	0.12405723866065418	22.16114917263168	0.07216499738123408	0.766690469823566	0.0007895454451038268	0.009741596620000003	0.0008572937242546985	0.010000409840000007	0.009482783399999998	-0.0005176264400000088
p01-s03-c0062-v210-adaptive-g1000-sb0006	p01-s03-c0062	c0062	sb0006	H-by-B	10000	50	500000	0.5	0.5	0.1	new-simulation	p01-s03-c0062-v210-adaptive-g1000-sb0006	100.0	0.0	34.241057733208066	0.1079061394971502	22.215169779055927	0.06287692650667472	0.7672725285058469	0.00068467885594383	0.00917154434	0.000956739653069196	0.009614667720000003	0.00872842096	-0.0008862467600000024
p01-s03-c0062-v210-adaptive-g1000-sb0007	p01-s03-c0062	c0062	sb0007	H-by-B	10000	50	500000	0.5	0.5	0.1	new-simulation	p01-s03-c0062-v210-adaptive-g1000-sb0007	100.0	0.0	34.28401266274301	0.1333936645600651	22.29850163395049	0.0838835960794851	0.7675442125607991	0.000844914974725232	0.010328713480000005	0.0010734369122570218	0.010618985160000004	0.010038441800000004	-0.0005805433599999996
p01-s03-c0062-v210-adaptive-g1000-sb0008	p01-s03-c0062	c0062	sb0008	H-by-B	10000	50	500000	0.5	0.5	0.1	new-simulation	p01-s03-c0062-v210-adaptive-g1000-sb0008	100.0	0.0	34.2413258254595	0.1071027600676345	22.25413600305097	0.07602073159548722	0.7672742454752656	0.0006790345343113812	0.010066099819999999	0.001212710801975235	0.010651790480000001	0.009480409159999998	-0.001171381320000003
p01-s03-c0062-v210-adaptive-g1000-sb0009	p01-s03-c0062	c0062	sb0009	H-by-B	10000	50	500000	0.5	0.5	0.1	new-simulation	p01-s03-c0062-v210-adaptive-g1000-sb0009	100.0	0.0	34.11308077292585	0.08900206312349189	22.135629235868297	0.05627037409313615	0.7664597480288577	0.0005659427686890594	0.009826375459999998	0.0010398174685267963	0.009923689599999997	0.009729061320000003	-0.00019462827999999419
p01-s03-c0062-v210-adaptive-g1000-sb0010	p01-s03-c0062	c0062	sb0010	H-by-B	10000	50	500000	0.5	0.5	0.1	new-simulation	p01-s03-c0062-v210-adaptive-g1000-sb0010	100.0	0.0	34.19272913540875	0.1294916149852244	22.180044612092242	0.09260560919128859	0.766965356243254	0.0008226381545695029	0.010045342599999996	0.0009729351955415696	0.010417426519999995	0.009673258679999996	-0.0007441678399999988
p01-s03-c0062-v210-adaptive-g1000-sb0011	p01-s03-c0062	c0062	sb0011	H-by-B	10000	50	500000	0.5	0.5	0.1	new-simulation	p01-s03-c0062-v210-adaptive-g1000-sb0011	100.0	0.0	34.18319959582895	0.11018556791601061	22.17838776375699	0.07552589699506633	0.7669052506630323	0.000699583277717123	0.009798746300000001	0.0010003022294820837	0.010081634360000001	0.009515858240000003	-0.0005657761199999983
p01-s03-c0062-v210-adaptive-g1000-sb0012	p01-s03-c0062	c0062	sb0012	H-by-B	10000	50	500000	0.5	0.5	0.1	new-simulation	p01-s03-c0062-v210-adaptive-g1000-sb0012	100.0	0.0	34.185769386562235	0.10189255604812067	22.156123438934298	0.0923482351038002	0.7669217340513148	0.000647221002871613	0.009732383919999999	0.0012296412614720988	0.009368670039999997	0.010096097800000004	0.0007274277600000066
p01-s03-c0063-v210-adaptive-g1000-sb0001	p01-s03-c0063	c0063	sb0001	alpha-by-m	1000	10	10000	0.0	0.0	0.0	new-simulation	p01-s03-c0063-v210-adaptive-g1000-sb0001	100.0	0.0	34.227920618960724	0.0	22.20597654950602	0.0	0.7671902580535775	0.0	0.0	0.0	0.0	0.0	0.0
p01-s03-c0063-v210-adaptive-g1000-sb0002	p01-s03-c0063	c0063	sb0002	alpha-by-m	1000	10	10000	0.0	0.0	0.0	new-simulation	p01-s03-c0063-v210-adaptive-g1000-sb0002	100.0	0.0	34.227920618960724	0.0	22.20597654950602	0.0	0.7671902580535775	0.0	0.0	0.0	0.0	0.0	0.0
p01-s03-c0063-v210-adaptive-g1000-sb0003	p01-s03-c0063	c0063	sb0003	alpha-by-m	1000	10	10000	0.0	0.0	0.0	new-simulation	p01-s03-c0063-v210-adaptive-g1000-sb0003	100.0	0.0	34.227920618960724	0.0	22.20597654950602	0.0	0.7671902580535775	0.0	0.0	0.0	0.0	0.0	0.0
p01-s03-c0063-v210-adaptive-g1000-sb0004	p01-s03-c0063	c0063	sb0004	alpha-by-m	1000	10	10000	0.0	0.0	0.0	new-simulation	p01-s03-c0063-v210-adaptive-g1000-sb0004	100.0	0.0	34.227920618960724	0.0	22.20597654950602	0.0	0.7671902580535775	0.0	0.0	0.0	0.0	0.0	0.0
p01-s03-c0063-v210-adaptive-g1000-sb0005	p01-s03-c0063	c0063	sb0005	alpha-by-m	1000	10	10000	0.0	0.0	0.0	new-simulation	p01-s03-c0063-v210-adaptive-g1000-sb0005	100.0	0.0	34.227920618960724	0.0	22.20597654950602	0.0	0.7671902580535775	0.0	0.0	0.0	0.0	0.0	0.0
p01-s03-c0063-v210-adaptive-g1000-sb0006	p01-s03-c0063	c0063	sb0006	alpha-by-m	1000	10	10000	0.0	0.0	0.0	new-simulation	p01-s03-c0063-v210-adaptive-g1000-sb0006	100.0	0.0	34.227920618960724	0.0	22.20597654950602	0.0	0.7671902580535775	0.0	0.0	0.0	0.0	0.0	0.0
p01-s03-c0063-v210-adaptive-g1000-sb0007	p01-s03-c0063	c0063	sb0007	alpha-by-m	1000	10	10000	0.0	0.0	0.0	new-simulation	p01-s03-c0063-v210-adaptive-g1000-sb0007	100.0	0.0	34.227920618960724	0.0	22.20597654950602	0.0	0.7671902580535775	0.0	0.0	0.0	0.0	0.0	0.0
p01-s03-c0063-v210-adaptive-g1000-sb0008	p01-s03-c0063	c0063	sb0008	alpha-by-m	1000	10	10000	0.0	0.0	0.0	new-simulation	p01-s03-c0063-v210-adaptive-g1000-sb0008	100.0	0.0	34.227920618960724	0.0	22.20597654950602	0.0	0.7671902580535775	0.0	0.0	0.0	0.0	0.0	0.0
p01-s03-c0063-v210-adaptive-g1000-sb0009	p01-s03-c0063	c0063	sb0009	alpha-by-m	1000	10	10000	0.0	0.0	0.0	new-simulation	p01-s03-c0063-v210-adaptive-g1000-sb0009	100.0	0.0	34.227920618960724	0.0	22.20597654950602	0.0	0.7671902580535775	0.0	0.0	0.0	0.0	0.0	0.0
p01-s03-c0063-v210-adaptive-g1000-sb0010	p01-s03-c0063	c0063	sb0010	alpha-by-m	1000	10	10000	0.0	0.0	0.0	new-simulation	p01-s03-c0063-v210-adaptive-g1000-sb0010	100.0	0.0	34.227920618960724	0.0	22.20597654950602	0.0	0.7671902580535775	0.0	0.0	0.0	0.0	0.0	0.0
p01-s03-c0063-v210-adaptive-g1000-sb0011	p01-s03-c0063	c0063	sb0011	alpha-by-m	1000	10	10000	0.0	0.0	0.0	new-simulation	p01-s03-c0063-v210-adaptive-g1000-sb0011	100.0	0.0	34.227920618960724	0.0	22.20597654950602	0.0	0.7671902580535775	0.0	0.0	0.0	0.0	0.0	0.0
p01-s03-c0063-v210-adaptive-g1000-sb0012	p01-s03-c0063	c0063	sb0012	alpha-by-m	1000	10	10000	0.0	0.0	0.0	new-simulation	p01-s03-c0063-v210-adaptive-g1000-sb0012	100.0	0.0	34.227920618960724	0.0	22.20597654950602	0.0	0.7671902580535775	0.0	0.0	0.0	0.0	0.0	0.0
p01-s03-c0064-v210-adaptive-g1000-sb0001	p01-s03-c0064	c0064	sb0001	alpha-by-m	1000	10	10000	0.0	0.0	0.001	new-simulation	p01-s03-c0064-v210-adaptive-g1000-sb0001	100.0	0.0	34.22726050958448	0.00011832597875188596	22.20558052386671	5.0057472100799336e-05	0.7671860701755838	7.506926919132716e-07	3.1366779999999734e-05	5.314861797848657e-06	2.6903239999997814e-05	3.583032000000166e-05	8.927080000003849e-06
p01-s03-c0064-v210-adaptive-g1000-sb0002	p01-s03-c0064	c0064	sb0002	alpha-by-m	1000	10	10000	0.0	0.0	0.001	new-simulation	p01-s03-c0064-v210-adaptive-g1000-sb0002	100.0	0.0	34.228106084470575	0.00021275157624751128	22.20582275381568	0.00019038764335380136	0.7671914346682598	1.3497225299906314e-06	3.338289999999994e-05	4.300663528540275e-06	2.9915479999999716e-05	3.6850320000000166e-05	6.93484000000045e-06
p01-s03-c0064-v210-adaptive-g1000-sb0003	p01-s03-c0064	c0064	sb0003	alpha-by-m	1000	10	10000	0.0	0.0	0.001	new-simulation	p01-s03-c0064-v210-adaptive-g1000-sb0003	100.0	0.0	34.22735755874862	0.00013385994839886777	22.205876113993813	9.723080568610186e-05	0.7671866858811899	8.492411317828757e-07	3.652597999999978e-05	4.066702010782299e-06	3.301723999999807e-05	4.0034720000001483e-05	7.017480000003412e-06
p01-s03-c0064-v210-adaptive-g1000-sb0004	p01-s03-c0064	c0064	sb0004	alpha-by-m	1000	10	10000	0.0	0.0	0.001	new-simulation	p01-s03-c0064-v210-adaptive-g1000-sb0004	100.0	0.0	34.22800772621476	0.00010583152738868205	22.205897769275715	9.42632142699085e-05	0.7671908106737969	6.71409996354663e-07	3.3960279999993914e-05	2.318963104315411e-06	3.249267999999504e-05	3.54278799999928e-05	2.9351999999977624e-06
p01-s03-c0064-v210-adaptive-g1000-sb0005	p01-s03-c0064	c0064	sb0005	alpha-by-m	1000	10	10000	0.0	0.0	0.001	new-simulation	p01-s03-c0064-v210-adaptive-g1000-sb0005	100.0	0.0	34.227859995950965	0.00014635401762677936	22.206099971851735	0.00013109561162174757	0.7671898734495085	9.284938204012924e-07	3.5892680000002895e-05	3.1730329110657776e-06	3.3201560000000835e-05	3.8583800000004955e-05	5.38224000000412e-06
p01-s03-c0064-v210-adaptive-g1000-sb0006	p01-s03-c0064	c0064	sb0006	alpha-by-m	1000	10	10000	0.0	0.0	0.001	new-simulation	p01-s03-c0064-v210-adaptive-g1000-sb0006	100.0	0.0	34.227498658016664	0.00021394188582407418	22.205991220911272	0.00016007089989485335	0.7671875810471975	1.357298324714695e-06	3.350262000000207e-05	4.287837421197411e-06	2.9930720000001453e-05	3.707452000000268e-05	7.143800000001224e-06
p01-s03-c0064-v210-adaptive-g1000-sb0007	p01-s03-c0064	c0064	sb0007	alpha-by-m	1000	10	10000	0.0	0.0	0.001	new-simulation	p01-s03-c0064-v210-adaptive-g1000-sb0007	100.0	0.0	34.228631549554876	0.0002227941082493098	22.20641546578565	0.00013382581624401006	0.7671947682562639	1.4134123875742515e-06	3.3633200000005226e-05	2.3739740039483083e-06	3.212348000000522e-05	3.514292000000524e-05	3.0194400000000166e-06
p01-s03-c0064-v210-adaptive-g1000-sb0008	p01-s03-c0064	c0064	sb0008	alpha-by-m	1000	10	10000	0.0	0.0	0.001	new-simulation	p01-s03-c0064-v210-adaptive-g1000-sb0008	100.0	0.0	34.227881763115576	9.699612204954467e-05	22.20595571409153	6.377613627337778e-05	0.7671900115450708	6.153587309928932e-07	3.77372999999953e-05	3.888972626778115e-06	3.446231999999637e-05	4.1012279999994226e-05	6.5499599999978525e-06
p01-s03-c0064-v210-adaptive-g1000-sb0009	p01-s03-c0064	c0064	sb0009	alpha-by-m	1000	10	10000	0.0	0.0	0.001	new-simulation	p01-s03-c0064-v210-adaptive-g1000-sb0009	100.0	0.0	34.228144445720936	9.271548681347203e-05	22.206107015364886	9.215957395357107e-05	0.7671916780398612	5.881974202833365e-07	3.097545999999392e-05	1.9107233293255863e-06	2.9912439999992727e-05	3.2038479999995115e-05	2.1260400000023877e-06
p01-s03-c0064-v210-adaptive-g1000-sb0010	p01-s03-c0064	c0064	sb0010	alpha-by-m	1000	10	10000	0.0	0.0	0.001	new-simulation	p01-s03-c0064-v210-adaptive-g1000-sb0010	100.0	0.0	34.228385772380236	0.00011169217700634982	22.206231058563798	0.0001000712166136487	0.7671932090378832	7.085830666823921e-07	3.731613999999871e-05	3.0842037176314265e-06	3.619083999999837e-05	3.844143999999904e-05	2.2506000000006726e-06
p01-s03-c0064-v210-adaptive-g1000-sb0011	p01-s03-c0064	c0064	sb0011	alpha-by-m	1000	10	10000	0.0	0.0	0.001	new-simulation	p01-s03-c0064-v210-adaptive-g1000-sb0011	100.0	0.0	34.22758880341899	0.00011020245373402279	22.205978918269793	0.00011611685250192464	0.7671881529529729	6.991485359379698e-07	3.0349000000000258e-05	1.3365981949298402e-06	2.964272000000139e-05	3.105527999999912e-05	1.4125599999977278e-06
p01-s03-c0064-v210-adaptive-g1000-sb0012	p01-s03-c0064	c0064	sb0012	alpha-by-m	1000	10	10000	0.0	0.0	0.001	new-simulation	p01-s03-c0064-v210-adaptive-g1000-sb0012	100.0	0.0	34.22854669915089	0.0001106567852176255	22.206499790905987	0.00013167857183684915	0.7671942299660405	7.020110534480499e-07	4.180366000000124e-05	5.367800904980419e-06	3.723256000000114e-05	4.6374760000001334e-05	9.142200000000192e-06
p01-s03-c0065-v210-adaptive-g1000-sb0001	p01-s03-c0065	c0065	sb0001	alpha-by-m	1000	10	10000	0.0	0.0	0.01	new-simulation	p01-s03-c0065-v210-adaptive-g1000-sb0001	100.0	0.0	34.227496119733736	0.0003110999235026881	22.20580800593249	0.0003547220017419015	0.7671875649391044	1.9736865823149125e-06	7.457463999999573e-05	3.841173878611927e-06	7.282091999999554e-05	7.632835999999592e-05	3.5074400000003887e-06
p01-s03-c0065-v210-adaptive-g1000-sb0002	p01-s03-c0065	c0065	sb0002	alpha-by-m	1000	10	10000	0.0	0.0	0.01	new-simulation	p01-s03-c0065-v210-adaptive-g1000-sb0002	100.0	0.0	34.22894312849796	0.0004809255937184949	22.206375940128524	0.0003523777580417151	0.7671967448948892	3.050985057239155e-06	7.675357999999529e-05	4.641479312438128e-06	7.392027999999319e-05	7.95868799999974e-05	5.666600000004212e-06
p01-s03-c0065-v210-adaptive-g1000-sb0003	p01-s03-c0065	c0065	sb0003	alpha-by-m	1000	10	10000	0.0	0.0	0.01	new-simulation	p01-s03-c0065-v210-adaptive-g1000-sb0003	100.0	0.0	34.22693000603977	0.0003684599324123305	22.205568877776482	0.0003329221473504397	0.7671839733481772	2.33764001688127e-06	7.86024799999962e-05	8.070723269415909e-06	7.19827599999924e-05	8.522220000000002e-05	1.323944000000762e-05
p01-s03-c0065-v210-adaptive-g1000-sb0004	p01-s03-c0065	c0065	sb0004	alpha-by-m	1000	10	10000	0.0	0.0	0.01	new-simulation	p01-s03-c0065-v210-adaptive-g1000-sb0004	100.0	0.0	34.22851885522405	0.0004569017414879531	22.206908139642877	0.0002941696387530273	0.7671940533051592	2.898583630976978e-06	8.490885999999684e-05	5.166866180079877e-06	8.204019999999797e-05	8.77775199999957e-05	5.737319999997721e-06
p01-s03-c0065-v210-adaptive-g1000-sb0005	p01-s03-c0065	c0065	sb0005	alpha-by-m	1000	10	10000	0.0	0.0	0.01	new-simulation	p01-s03-c0065-v210-adaptive-g1000-sb0005	100.0	0.0	34.22798496025368	0.0005088040829330884	22.20604218026452	0.00043162061723742883	0.7671906662208311	3.227925308614837e-06	7.005222000000615e-05	5.911188289292628e-06	6.481904000000272e-05	7.528540000000959e-05	1.0466360000006874e-05
p01-s03-c0065-v210-adaptive-g1000-sb0006	p01-s03-c0065	c0065	sb0006	alpha-by-m	1000	10	10000	0.0	0.0	0.01	new-simulation	p01-s03-c0065-v210-adaptive-g1000-sb0006	100.0	0.0	34.22784739913314	0.0005349839228086751	22.20654807079081	0.00037182485726952976	0.7671897935091363	3.394022970574756e-06	8.234947999999856e-05	4.647987904546569e-06	8.044695999999929e-05	8.425199999999785e-05	3.805039999998561e-06
p01-s03-c0065-v210-adaptive-g1000-sb0007	p01-s03-c0065	c0065	sb0007	alpha-by-m	1000	10	10000	0.0	0.0	0.01	new-simulation	p01-s03-c0065-v210-adaptive-g1000-sb0007	100.0	0.0	34.22913997633708	0.00038416775304342675	22.20670323227955	0.0002026386382507176	0.7671979936948388	2.4371333992502653e-06	7.922194000000049e-05	3.34468638235613e-06	7.790620000000092e-05	8.053768000000004e-05	2.631479999999121e-06
p01-s03-c0065-v210-adaptive-g1000-sb0008	p01-s03-c0065	c0065	sb0008	alpha-by-m	1000	10	10000	0.0	0.0	0.01	new-simulation	p01-s03-c0065-v210-adaptive-g1000-sb0008	100.0	0.0	34.22739461558429	0.0006091138605990368	22.205627867323706	0.00044935083334432367	0.7671869209471768	3.864382703150707e-06	7.605901999999881e-05	7.516452013889393e-06	6.974232000000247e-05	8.237571999999514e-05	1.2633399999992668e-05
p01-s03-c0065-v210-adaptive-g1000-sb0009	p01-s03-c0065	c0065	sb0009	alpha-by-m	1000	10	10000	0.0	0.0	0.01	new-simulation	p01-s03-c0065-v210-adaptive-g1000-sb0009	100.0	0.0	34.22609808594755	0.00029714600269120065	22.204944798842853	0.0002599282187603573	0.767178695305402	1.885240681933102e-06	9.118593999999676e-05	4.428151069499563e-06	8.887679999999365e-05	9.34950799999999e-05	4.618280000006242e-06
p01-s03-c0065-v210-adaptive-g1000-sb0010	p01-s03-c0065	c0065	sb0010	alpha-by-m	1000	10	10000	0.0	0.0	0.01	new-simulation	p01-s03-c0065-v210-adaptive-g1000-sb0010	100.0	0.0	34.22869101073683	0.0003298422778285558	22.206152659132268	0.0002076494377892589	0.7671951454736958	2.0925195506746455e-06	8.11020199999986e-05	5.04730975216505e-06	7.962024000000082e-05	8.258379999999639e-05	2.963559999995572e-06
p01-s03-c0065-v210-adaptive-g1000-sb0011	p01-s03-c0065	c0065	sb0011	alpha-by-m	1000	10	10000	0.0	0.0	0.01	new-simulation	p01-s03-c0065-v210-adaptive-g1000-sb0011	100.0	0.0	34.22816266154114	0.00045536168619288994	22.206526806388194	0.0003513560596841837	0.7671917935850142	2.8888630737554426e-06	9.020397999999968e-05	7.878498387150175e-06	8.668051999999841e-05	9.372744000000093e-05	7.046920000002517e-06
p01-s03-c0065-v210-adaptive-g1000-sb0012	p01-s03-c0065	c0065	sb0012	alpha-by-m	1000	10	10000	0.0	0.0	0.01	new-simulation	p01-s03-c0065-v210-adaptive-g1000-sb0012	100.0	0.0	34.229128039905156	0.00034159027385656114	22.20723787731926	0.00021465484558842865	0.7671979179737527	2.1670298635700495e-06	7.93794400000011e-05	5.447183301937125e-06	7.565732000000074e-05	8.310156000000146e-05	7.444240000000727e-06
p01-s03-c0066-v210-adaptive-g1000-sb0001-reused	p01-s03-c0066	c0066	sb0001	alpha-by-m	1000	10	10000	0.0	0.0	0.1	reused-passage-100	p01-s02-c0021-v210-m010-g250-sb0001	100.0	0.0	34.22738605038078	0.0009100165293006088	22.205618838380996	0.0008363240862276823	0.7671868665658376	5.773385691276187e-06	8.44816599999969e-05	8.291328808622501e-06	8.719263999999819e-05	8.17706799999956e-05	-5.421960000002589e-06
p01-s03-c0066-v210-adaptive-g1000-sb0002-reused	p01-s03-c0066	c0066	sb0002	alpha-by-m	1000	10	10000	0.0	0.0	0.1	reused-passage-100	p01-s02-c0021-v210-m010-g250-sb0002	100.0	0.0	34.2280110523577	0.0013706945320763977	22.205937078677724	0.0011492192989062408	0.767190831605694	8.695773716426933e-06	9.747862000000142e-05	7.997872813850596e-06	9.714255999999866e-05	9.781468000000416e-05	6.72120000005507e-07
p01-s03-c0066-v210-adaptive-g1000-sb0003-reused	p01-s03-c0066	c0066	sb0003	alpha-by-m	1000	10	10000	0.0	0.0	0.1	reused-passage-100	p01-s02-c0021-v210-m010-g250-sb0003	100.0	0.0	34.22798345971242	0.0010223039549290879	22.20601126285603	0.000859099292724603	0.7671906566297761	6.485652015799008e-06	9.365317999999777e-05	7.374825927215734e-06	9.180711999999677e-05	9.549923999999876e-05	3.6921200000019917e-06
p01-s03-c0066-v210-adaptive-g1000-sb0004-reused	p01-s03-c0066	c0066	sb0004	alpha-by-m	1000	10	10000	0.0	0.0	0.1	reused-passage-100	p01-s02-c0021-v210-m010-g250-sb0004	100.0	0.0	34.22833112066183	0.0012712871573557565	22.20650622848325	0.0009504160736302202	0.7671928621776862	8.065188135065232e-06	8.938153999999862e-05	7.1927028532457715e-06	9.073151999999385e-05	8.803156000000337e-05	-2.699959999990481e-06
p01-s03-c0066-v210-adaptive-g1000-sb0005-reused	p01-s03-c0066	c0066	sb0005	alpha-by-m	1000	10	10000	0.0	0.0	0.1	reused-passage-100	p01-s02-c0021-v210-m010-g250-sb0005	100.0	0.0	34.22805071970339	0.0008075290953531369	22.206139432532467	0.0007225595400983531	0.7671910833720892	5.123053167480424e-06	8.245952000000275e-05	8.13950169522428e-06	8.620384000000308e-05	7.87152000000024e-05	-7.488640000000689e-06
p01-s03-c0066-v210-adaptive-g1000-sb0006-reused	p01-s03-c0066	c0066	sb0006	alpha-by-m	1000	10	10000	0.0	0.0	0.1	reused-passage-100	p01-s02-c0021-v210-m010-g250-sb0006	100.0	0.0	34.22805977530058	0.0010140255853111264	22.206138279168076	0.0006924650872844847	0.7671911407878139	6.433184606184801e-06	8.849465999999858e-05	1.0962052170100176e-05	9.21254399999986e-05	8.486387999999859e-05	-7.261560000000009e-06
p01-s03-c0066-v210-adaptive-g1000-sb0007-reused	p01-s03-c0066	c0066	sb0007	alpha-by-m	1000	10	10000	0.0	0.0	0.1	reused-passage-100	p01-s02-c0021-v210-m010-g250-sb0007	100.0	0.0	34.22796222326098	0.0009815419875165686	22.205869405347507	0.0006553774249726784	0.7671905219100543	6.227131428173157e-06	8.691598000000266e-05	9.3642840001989e-06	9.276864000000543e-05	8.106331999999987e-05	-1.1705320000005563e-05
p01-s03-c0066-v210-adaptive-g1000-sb0008-reused	p01-s03-c0066	c0066	sb0008	alpha-by-m	1000	10	10000	0.0	0.0	0.1	reused-passage-100	p01-s02-c0021-v210-m010-g250-sb0008	100.0	0.0	34.22717201149072	0.0011813754296902822	22.205546147050235	0.001066593819067661	0.7671855085928975	7.495028478768876e-06	9.328757999999794e-05	6.367092371638514e-06	9.548196000000044e-05	9.109319999999548e-05	-4.3887600000049585e-06
p01-s03-c0066-v210-adaptive-g1000-sb0009-reused	p01-s03-c0066	c0066	sb0009	alpha-by-m	1000	10	10000	0.0	0.0	0.1	reused-passage-100	p01-s02-c0021-v210-m010-g250-sb0009	100.0	0.0	34.22743350826557	0.0012522784855869395	22.20585124234776	0.0011237542031885086	0.7671871675833034	7.944708048453799e-06	9.905577999999835e-05	8.495397892905077e-06	9.647447999999732e-05	0.00010163707999999936	5.162600000002037e-06
p01-s03-c0066-v210-adaptive-g1000-sb0010-reused	p01-s03-c0066	c0066	sb0010	alpha-by-m	1000	10	10000	0.0	0.0	0.1	reused-passage-100	p01-s02-c0021-v210-m010-g250-sb0010	100.0	0.0	34.22796273805551	0.0009285638704745578	22.205850126520215	0.0006037085131241948	0.7671905251851789	5.8909464975818975e-06	8.745273999999912e-05	1.0481857601004046e-05	8.863795999999966e-05	8.626751999999859e-05	-2.370440000001067e-06
