cell_id	cell	panel	H	B	HB	alpha_target	alpha	m	response	n	mean	sd	ci90_low	ci90_high
p01-s03-c0072	c0072	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.01	TV_tail_sd	12	0.0003201566556477633	0.0001387279472225646	0.0002482363016664238	0.00039207700962910275
p01-s03-c0073	c0073	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	D0_g100	12	100.0	0.0	100.0	100.0
p01-s03-c0073	c0073	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	D1_g100	12	34.22928844348704	0.01575374637940525	34.22112127141521	34.23745561555888
p01-s03-c0073	c0073	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	D2_g100	12	22.206061897323746	0.012464888286804575	22.19959975904611	22.212524035601383
p01-s03-c0073	c0073	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	evenness_g100	12	0.767198914489656	9.993961837263079e-05	0.7671471030639554	0.7672507259153567
p01-s03-c0073	c0073	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	TV_g100	12	0.001359274000000004	0.00018326584784107778	0.0012642639828166983	0.0014542840171833098
p01-s03-c0073	c0073	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	TV_tail_mean	12	0.0012759527583333329	5.6376277510106356e-05	0.0012467257574596577	0.001305179759207008
p01-s03-c0073	c0073	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.1	TV_tail_sd	12	0.00013490929722187347	2.7233537785376417e-05	0.00012079068798053472	0.00014902790646321223
p01-s03-c0074	c0074	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.5	D0_g100	12	100.0	0.0	100.0	100.0
p01-s03-c0074	c0074	alpha-by-m	1000	10	10000	0.01	0.00999900999901	0.5	D1_g100	12	34.23005869730059	0.004378703841996756	34.22778865772601	34.232328736875175
